150 5587
90 145 97
1 41 16
27 42 45
57 129 36
22 64 35
137 34 76
33 45 7
108 38 94
91 99 8
11 87 41
57 20 78
86 134 40
115 41 15
34 81 42
2 66 48
21 103 87
33 65 24
79 4 94
148 136 50
121 34 51
117 88 1
31 85 62
101 44 40
71 104 40
82 93 89
58 0 33
112 49 69
35 149 88
100 62 25
149 84 30
117 138 39
50 89 18
130 38 24
97 136 49
6 122 73
33 84 4
62 43 60
141 112 54
64 63 88
76 15 14
6 96 94
93 102 75
111 85 10
27 97 27
99 39 12
84 71 66
139 148 74
109 58 69
115 34 21
143 124 77
117 24 15
122 139 14
3 9 7
50 107 51
14 20 1
51 68 71
149 51 74
107 149 26
20 0 60
55 72 54
34 106 17
15 85 27
73 86 32
28 147 61
89 141 37
149 129 16
3 143 53
132 86 48
76 72 52
135 12 80
99 91 62
26 47 9
140 38 87
120 21 76
126 65 95
29 122 24
88 48 24
44 7 19
84 134 95
40 94 1
32 23 80
73 74 3
77 81 90
63 65 41
130 100 58
103 122 22
37 135 70
9 23 86
120 135 1
136 146 99
90 89 44
67 131 66
38 0 12
63 124 6
77 94 10
136 84 30
93 15 83
24 132 50
22 53 35
19 54 61
48 21 20
30 71 50
43 131 30
69 26 92
13 23 41
48 56 22
37 120 8
115 28 24
5 109 38
142 148 66
102 7 21
104 88 59
34 98 25
1 95 34
60 97 42
74 30 14
107 67 9
23 35 37
64 147 22
104 1 71
21 127 15
118 40 8
141 105 38
138 128 83
119 11 79
22 21 96
105 59 8
97 128 4
63 116 50
8 116 73
62 58 48
136 118 60
0 30 30
44 133 70
121 119 52
37 98 16
83 86 59
50 60 41
124 47 57
110 29 73
118 104 66
75 25 48
8 119 19
55 54 2
59 77 47
70 110 98
109 118 56
92 141 21
86 10 45
138 130 52
131 44 10
7 65 77
51 131 92
121 53 57
66 54 94
75 133 23
35 107 52
109 35 97
61 37 62
87 5 40
35 124 18
3 113 50
94 83 38
7 8 47
129 108 75
131 76 19
11 10 41
68 124 78
105 21 15
81 33 34
65 102 20
148 145 48
135 82 8
87 85 57
45 63 23
136 47 76
118 98 34
37 71 74
142 18 50
88 51 19
24 131 9
32 78 80
101 98 19
27 57 25
20 124 12
114 123 67
26 102 90
68 133 9
48 141 98
22 119 66
143 128 70
20 134 7
110 53 34
4 145 95
128 59 48
134 60 27
8 124 46
47 82 37
40 109 48
56 47 80
88 34 45
58 55 85
75 36 36
14 148 92
79 107 44
144 23 11
82 19 49
41 115 99
62 147 1
117 56 82
107 43 34
47 15 53
71 20 54
145 67 17
84 33 28
63 86 17
59 37 22
77 70 28
64 45 85
76 140 12
137 20 30
91 115 87
52 83 90
76 66 81
118 85 97
3 40 54
92 99 72
79 72 44
62 128 37
68 128 38
55 111 43
87 33 76
95 70 72
5 91 19
117 19 89
144 50 61
36 121 4
22 40 46
74 4 95
64 58 98
106 96 61
48 89 21
143 118 43
2 34 57
44 87 98
47 54 39
76 11 32
13 87 69
115 146 92
99 63 49
43 72 81
50 139 7
125 96 61
85 92 54
4 81 90
63 68 92
106 131 70
121 37 64
39 0 1
21 119 10
95 11 72
38 44 94
34 30 29
35 98 91
68 91 33
133 5 5
131 111 4
17 51 72
3 36 42
102 66 51
5 119 90
67 43 9
65 144 37
7 117 6
121 43 7
25 96 1
115 56 49
111 126 97
58 63 30
25 119 83
99 48 55
54 65 69
62 79 75
38 82 68
129 80 16
94 141 8
65 90 31
0 139 74
140 88 19
53 148 50
46 27 81
65 37 80
40 120 2
141 51 23
25 5 69
119 139 45
68 54 13
44 113 13
69 80 65
90 107 66
57 41 28
108 35 1
28 66 77
84 127 78
137 38 76
97 92 2
61 131 35
127 89 4
71 39 27
63 31 72
39 45 16
135 8 3
67 86 19
108 48 48
40 129 58
95 15 58
62 13 64
70 76 73
47 121 94
64 43 59
130 87 39
109 91 65
93 74 7
3 139 56
11 38 78
29 113 90
21 86 38
64 41 66
78 12 11
44 29 44
122 90 34
129 130 18
138 22 79
112 21 85
53 66 98
58 76 61
55 124 21
9 82 18
7 129 35
12 39 88
144 58 22
31 7 13
100 77 82
111 59 43
15 92 58
102 97 90
42 103 65
117 112 28
61 89 66
65 106 64
76 6 3
68 35 80
50 56 72
83 102 86
54 124 63
17 4 90
51 40 55
15 41 45
41 53 44
95 144 91
14 95 3
124 149 41
114 42 69
148 139 78
101 148 12
34 40 30
96 81 2
64 98 41
135 79 64
130 111 89
105 127 25
29 79 36
99 34 86
103 44 9
120 70 1
130 9 52
64 32 55
45 90 83
101 115 44
24 130 86
12 40 71
53 50 34
146 95 49
118 43 54
35 40 95
6 113 95
91 93 2
97 125 73
100 59 77
21 121 95
25 111 15
18 103 83
25 95 32
5 75 92
97 134 4
104 80 98
85 137 20
4 69 62
95 127 42
66 60 76
53 70 13
13 25 78
41 62 47
107 11 40
28 101 95
129 124 89
11 45 44
11 138 92
124 38 64
62 93 64
92 101 88
2 139 47
77 119 3
31 57 47
40 99 91
84 88 21
144 93 17
22 91 63
105 81 71
115 85 57
44 48 98
126 148 52
6 143 54
148 112 57
73 119 68
142 92 84
23 45 74
114 30 63
44 122 4
16 81 31
125 87 65
149 94 61
68 112 98
104 16 32
144 142 33
5 132 2
61 108 81
5 69 50
61 81 17
18 122 35
142 32 67
40 95 82
100 147 47
48 67 90
69 88 94
96 51 85
93 11 53
61 101 73
41 36 61
45 58 66
106 116 56
132 15 48
9 110 47
76 80 2
21 134 48
44 57 31
89 114 2
17 140 73
130 66 72
84 20 34
65 67 10
78 41 61
48 35 33
111 139 77
70 132 3
36 51 38
39 139 24
36 17 36
94 57 66
96 147 40
96 3 92
66 116 56
104 8 38
131 52 2
109 126 59
2 28 96
49 16 23
126 83 25
91 130 30
45 93 42
53 39 47
34 71 88
78 52 43
63 26 64
9 133 17
129 91 77
104 51 57
81 120 52
13 149 36
33 46 44
43 32 38
140 68 16
133 95 97
27 125 78
113 89 2
49 117 46
23 97 68
97 89 28
5 51 89
64 49 83
78 88 53
120 92 40
38 11 99
54 94 74
66 4 81
51 139 81
72 58 15
146 143 43
64 146 52
117 83 18
135 41 16
115 86 8
85 140 70
69 52 98
28 45 73
44 88 96
37 110 13
34 88 30
62 64 29
104 148 91
55 44 96
34 125 28
54 135 30
113 34 76
62 98 19
87 57 84
109 106 29
53 48 26
76 121 10
63 122 45
145 56 91
123 44 57
138 85 72
91 107 93
1 9 63
146 106 76
89 0 72
73 114 96
146 100 33
143 83 57
70 138 72
21 64 6
76 67 12
55 148 3
104 78 5
106 122 15
43 126 6
96 110 56
15 45 76
86 29 11
97 77 17
2 17 86
144 116 22
113 142 95
18 64 48
83 93 51
68 95 29
29 48 78
44 49 98
40 138 87
118 12 58
26 136 30
45 131 10
35 7 71
23 17 55
24 94 74
59 90 96
13 4 5
39 7 6
120 145 91
114 111 47
96 49 58
43 145 63
63 55 76
12 43 56
107 19 49
7 106 93
27 115 90
24 128 72
108 92 55
85 56 94
45 91 13
120 40 42
133 37 10
118 116 28
135 92 5
115 108 21
45 147 72
96 62 46
132 111 53
29 78 77
119 19 32
23 1 66
138 61 9
88 47 95
4 28 7
67 127 77
142 68 86
55 67 30
69 35 29
83 94 20
32 108 96
31 102 81
21 74 51
87 105 50
142 93 82
65 22 28
57 64 32
122 119 32
22 120 91
82 125 21
136 143 35
73 139 54
125 32 28
131 83 46
57 75 27
42 77 65
83 16 85
44 120 18
2 97 58
75 86 64
119 12 77
65 10 64
66 18 19
106 9 84
93 149 37
140 143 45
57 49 80
111 65 48
50 42 93
73 27 86
5 93 91
102 28 19
124 73 64
111 97 6
119 86 48
100 16 78
25 16 47
66 73 10
136 57 11
138 104 62
74 108 50
115 77 10
26 11 47
120 50 62
8 72 62
85 113 50
61 91 31
132 5 25
21 100 28
101 8 29
116 119 99
75 134 16
94 13 18
93 75 12
53 12 47
50 147 26
4 100 56
99 120 81
90 147 11
126 146 99
59 118 33
123 8 77
104 21 49
39 96 64
82 6 49
117 2 21
107 104 26
96 86 18
142 120 87
65 45 27
25 70 97
107 87 78
28 139 49
37 115 36
23 86 11
111 136 96
26 15 32
83 48 88
19 36 43
12 49 71
68 82 84
38 56 49
125 108 99
90 99 74
25 31 54
81 126 43
46 20 6
103 104 85
58 89 61
117 110 19
2 20 55
62 108 90
120 111 98
53 7 42
49 121 76
8 73 84
18 9 17
146 122 78
135 128 55
61 88 62
85 110 93
127 126 39
41 101 86
147 73 60
127 66 66
49 23 76
135 110 9
118 60 85
114 139 3
124 63 48
30 70 58
85 107 77
107 42 94
75 143 3
44 111 89
75 21 36
28 69 5
32 148 93
29 90 79
103 86 62
29 144 57
50 36 84
52 0 87
5 111 4
14 7 62
75 40 46
54 143 49
114 63 12
6 46 11
27 131 9
80 135 4
143 11 46
93 140 6
78 117 35
100 144 50
81 11 85
78 43 32
72 148 47
139 73 89
59 55 62
82 141 35
3 62 72
117 10 48
11 69 66
113 83 84
27 11 21
126 141 97
66 20 27
128 120 37
88 41 62
114 121 85
95 147 5
36 40 51
101 66 59
71 23 95
58 52 50
1 57 46
91 113 84
6 24 46
60 68 19
129 62 5
72 21 78
17 22 81
100 117 90
32 3 89
102 84 16
145 147 51
86 5 26
48 106 41
137 35 21
25 79 8
52 73 61
53 100 2
4 11 47
89 50 37
88 118 46
44 36 11
100 39 95
30 54 3
8 23 85
47 117 85
14 126 28
29 103 40
135 54 35
79 15 43
40 125 17
85 88 3
36 14 77
3 145 77
18 148 89
132 99 33
117 140 57
82 11 60
67 41 67
92 117 62
124 34 32
101 29 18
86 101 23
139 93 37
64 8 95
84 2 84
50 137 88
117 141 99
22 63 19
143 131 49
113 2 74
3 88 50
107 35 50
91 63 80
109 44 16
17 96 8
26 7 42
42 61 32
83 105 50
106 80 90
135 26 15
113 112 39
95 6 40
90 149 41
90 124 97
77 85 82
103 109 70
114 101 90
5 106 90
23 117 3
116 121 65
20 44 30
75 71 28
147 102 94
51 85 87
5 43 33
21 84 61
68 106 67
41 47 96
59 38 33
133 17 19
13 15 62
118 13 4
71 122 75
60 43 54
125 97 7
83 129 88
136 69 47
69 129 53
143 76 31
97 27 51
34 16 65
75 17 50
22 81 23
145 15 78
16 24 29
45 82 86
129 132 3
66 101 47
111 108 36
103 88 33
53 140 12
122 42 31
114 27 81
142 94 52
25 98 10
45 78 22
20 34 91
10 31 61
118 144 16
106 38 56
27 114 96
145 40 57
145 63 37
57 116 39
121 110 22
94 78 90
14 15 63
53 77 14
145 139 66
120 93 92
53 107 11
137 59 48
77 53 31
107 105 72
45 34 45
23 41 10
72 93 77
37 63 57
1 4 65
131 143 28
96 83 44
95 75 84
149 31 53
58 114 17
99 40 56
35 127 92
44 16 56
8 137 77
45 141 68
101 32 43
49 12 49
9 42 27
148 132 48
79 63 44
117 46 32
109 104 68
98 67 14
108 22 98
18 23 7
109 67 37
71 147 69
3 107 10
124 66 62
16 89 38
20 6 83
147 95 95
141 89 58
115 2 70
111 4 89
56 100 24
82 76 62
49 75 41
53 24 72
127 87 21
90 32 55
144 45 52
130 58 19
41 43 61
47 112 55
57 99 42
91 16 36
25 60 96
30 15 90
121 42 98
137 95 87
75 78 52
12 136 70
20 45 14
0 14 70
21 107 32
145 13 69
102 125 40
61 84 91
106 132 92
97 39 98
94 21 75
99 45 12
46 63 24
36 125 73
24 133 22
93 141 36
83 9 96
38 67 78
101 22 58
127 139 3
4 126 62
114 4 28
27 40 67
32 12 83
129 68 34
82 59 79
124 89 87
107 71 80
129 17 74
146 129 12
102 79 28
63 67 15
90 139 25
39 110 26
60 18 18
4 14 46
91 28 76
16 70 32
48 148 17
108 88 13
40 85 86
31 46 32
128 100 6
28 99 58
53 67 37
134 1 35
45 140 80
137 27 86
38 101 66
44 138 7
95 2 23
96 61 92
112 47 27
129 8 54
78 74 79
39 120 14
9 146 4
130 1 14
35 118 45
31 6 1
30 85 26
134 74 35
16 110 44
145 118 22
29 50 93
11 143 86
116 26 33
19 127 85
99 105 67
72 47 23
60 33 52
142 149 20
60 94 96
57 111 31
100 90 34
13 97 13
116 127 87
65 115 79
90 56 42
76 51 17
97 142 34
9 59 79
65 27 73
136 110 49
85 8 74
96 25 41
15 69 10
0 143 75
57 76 11
101 147 10
27 106 95
47 101 77
133 23 22
6 124 93
79 26 73
53 106 25
91 71 99
93 112 83
111 55 64
128 122 7
77 7 82
135 34 78
37 89 2
63 46 87
107 147 13
47 39 43
59 26 14
140 5 91
60 22 47
66 51 72
111 50 52
140 147 14
72 119 43
144 111 83
110 106 17
87 82 66
10 51 34
36 100 30
101 1 67
32 35 71
76 148 85
28 127 79
73 108 48
75 44 74
12 116 66
43 124 29
62 91 56
17 145 74
135 13 40
131 94 18
77 17 11
127 28 58
27 146 1
66 37 45
109 92 26
96 23 85
108 70 19
139 144 51
109 84 37
10 116 5
88 46 33
71 139 57
58 60 5
137 134 78
87 146 51
105 33 63
111 73 7
25 139 15
115 64 4
119 138 55
29 106 13
119 114 95
70 71 13
132 129 59
68 10 55
57 47 23
11 122 92
142 59 4
148 43 19
31 69 13
64 12 33
42 58 76
57 67 31
25 68 72
71 79 93
75 114 98
41 8 55
89 136 49
134 99 98
140 49 42
64 75 1
63 130 18
24 43 20
91 79 55
94 28 17
120 140 88
75 137 60
103 80 97
135 117 12
82 97 30
39 102 50
104 99 52
1 76 73
113 106 80
97 43 70
143 32 60
6 115 63
47 89 52
8 37 57
64 134 28
55 47 53
82 30 98
22 56 38
32 121 36
115 35 41
37 118 81
133 13 37
95 47 56
53 26 53
70 63 25
113 78 53
104 44 75
108 25 69
16 125 5
118 9 69
45 73 7
43 95 43
135 36 77
36 8 19
112 138 98
74 10 38
76 31 10
98 39 70
119 51 55
50 90 91
4 97 39
37 99 76
61 136 92
124 82 47
15 140 96
27 26 82
75 35 25
80 146 76
137 140 50
33 14 78
24 102 81
112 68 55
10 48 54
3 54 1
89 86 40
139 129 17
49 104 8
11 91 7
97 117 7
97 81 57
8 26 21
67 108 57
48 26 79
33 38 27
94 138 3
62 67 77
87 114 14
130 92 99
70 32 78
143 112 61
117 84 10
54 19 68
101 13 24
118 125 80
107 114 78
98 55 32
143 125 23
124 104 12
97 113 38
64 30 20
57 9 22
113 48 52
45 68 70
49 103 91
5 126 38
73 71 69
135 142 40
67 65 36
121 135 49
3 67 44
97 62 34
66 97 63
30 91 26
72 104 40
66 59 7
143 79 66
76 91 69
109 138 22
91 111 28
118 38 41
53 17 80
137 33 90
31 54 79
45 61 64
60 84 6
112 107 54
17 13 4
113 1 50
124 86 51
107 115 15
65 111 92
102 37 69
14 88 59
24 31 3
51 21 33
79 128 39
20 82 98
50 99 19
124 83 66
33 113 60
105 63 73
123 62 2
35 90 14
93 105 45
112 118 24
125 141 30
59 58 81
127 70 91
28 93 4
111 6 86
13 123 76
50 141 57
147 90 21
68 67 7
58 6 89
86 61 1
60 31 43
89 92 52
88 22 10
32 64 59
9 72 79
128 9 93
14 116 53
99 25 69
144 118 80
94 2 95
118 108 86
109 123 50
2 128 76
71 44 87
100 129 93
93 99 64
148 34 53
49 84 89
79 135 73
116 73 76
144 54 42
68 7 75
121 98 80
146 41 92
127 125 82
120 5 59
3 131 86
9 98 39
105 138 74
66 94 89
89 11 99
3 64 7
58 32 22
68 5 18
97 144 54
66 9 74
140 0 65
27 74 50
21 118 24
26 74 65
50 115 97
79 149 55
13 51 61
26 135 1
13 79 53
37 84 88
6 112 90
88 149 10
32 53 63
132 142 95
78 59 98
69 39 14
39 123 13
75 52 61
31 45 85
38 81 87
86 49 1
37 101 19
16 111 80
129 1 43
36 61 34
99 19 83
148 119 93
130 143 38
127 95 28
13 114 51
54 50 46
20 109 40
2 0 38
49 47 90
112 16 92
131 48 89
127 119 80
41 48 75
106 22 34
134 81 88
142 132 92
102 85 45
30 97 57
115 50 78
49 99 31
3 20 74
113 102 88
19 94 55
61 140 35
15 100 46
82 23 59
129 52 79
11 81 97
52 32 34
16 121 72
3 91 89
54 17 71
3 23 28
126 77 89
20 145 43
10 136 29
55 52 48
126 43 2
15 86 75
46 115 86
58 97 74
19 118 5
73 83 85
60 83 4
130 7 79
60 80 30
22 122 26
87 77 50
25 105 35
121 54 66
81 53 24
77 58 39
101 137 65
78 49 81
139 89 92
17 81 43
129 139 81
28 0 37
133 135 45
68 119 43
118 145 56
93 78 53
30 116 77
105 19 71
133 35 75
123 129 37
142 39 34
25 117 94
131 137 16
143 98 92
82 104 12
20 99 62
90 75 26
124 40 95
27 21 58
44 11 36
100 25 42
145 66 42
41 25 47
40 68 72
92 66 79
117 77 30
99 117 2
39 103 5
122 94 22
9 12 91
124 56 77
69 15 97
68 127 43
41 118 89
34 96 90
36 93 14
63 20 94
28 36 28
9 47 77
121 146 63
109 45 49
112 79 8
14 19 93
55 88 1
81 100 10
135 72 32
19 66 65
110 85 70
73 67 82
139 132 5
38 142 51
15 28 45
131 122 67
57 26 89
148 13 74
54 118 19
120 117 72
74 141 88
116 114 70
42 145 80
91 26 87
19 68 4
6 21 11
62 142 63
102 100 97
16 35 6
120 110 65
16 147 85
141 24 96
50 63 86
19 86 1
113 147 3
17 89 13
110 11 34
134 57 1
81 6 44
56 67 28
147 143 79
109 73 11
79 48 84
37 128 93
24 143 6
90 143 77
62 129 15
44 52 39
101 116 22
33 133 92
41 16 59
19 126 69
94 82 35
38 47 1
14 10 35
58 104 69
68 146 37
80 78 89
31 56 8
92 17 86
0 88 20
126 127 9
130 102 79
30 145 36
73 31 14
90 35 47
79 38 90
79 91 10
117 123 91
58 25 42
18 128 41
31 103 73
95 93 91
4 138 21
20 65 27
123 146 21
10 37 73
95 61 66
18 95 73
53 84 93
109 148 17
97 121 8
50 48 45
71 56 97
22 59 25
59 48 32
100 3 82
41 98 41
38 25 43
85 44 49
0 107 67
51 7 51
72 41 15
67 87 36
141 87 95
76 27 13
96 44 26
55 50 95
24 125 19
53 127 32
22 117 42
13 11 20
107 3 59
134 116 78
141 62 39
62 114 49
66 91 47
102 1 94
66 113 22
48 117 32
128 142 60
44 24 41
38 68 56
52 6 96
83 62 7
10 55 89
34 0 45
1 102 77
120 63 79
97 122 85
99 38 40
67 51 2
12 115 23
9 48 27
70 137 36
88 76 76
95 143 57
125 55 83
92 111 55
86 94 37
101 109 53
59 83 88
96 5 35
90 71 27
119 106 67
39 75 60
36 38 2
87 120 93
109 57 74
83 119 93
73 63 56
41 127 11
20 32 6
51 90 23
16 7 73
126 11 80
37 43 27
5 125 83
112 120 78
117 131 95
112 142 2
113 38 49
38 36 35
30 87 94
60 123 90
38 131 85
47 93 66
85 14 52
119 57 88
138 96 94
2 48 69
86 12 41
118 34 23
76 133 94
13 46 72
149 37 97
82 146 25
121 133 35
115 78 93
110 1 2
89 67 53
99 62 73
9 102 42
129 50 67
60 110 3
52 56 90
11 74 19
103 73 30
102 77 34
91 62 9
40 127 33
45 49 1
134 84 97
85 115 1
28 2 84
78 121 11
16 39 86
28 27 76
79 136 57
131 67 2
119 68 45
59 10 78
56 81 93
102 139 76
83 95 75
25 27 98
93 95 12
34 64 57
36 0 89
74 56 66
60 115 84
23 148 72
105 82 14
67 93 36
130 121 66
45 57 80
45 0 87
130 44 55
6 104 32
57 120 47
37 36 25
117 13 63
141 57 31
48 71 20
75 64 48
103 21 42
133 51 10
4 25 53
35 128 90
138 88 54
144 68 51
72 81 54
31 86 52
10 79 34
138 65 64
101 96 69
93 107 65
123 93 5
33 80 90
14 53 24
31 134 62
54 42 21
90 123 46
67 36 72
49 124 94
49 65 8
110 47 78
6 121 32
60 23 13
6 105 55
96 21 53
30 2 95
34 73 34
41 92 16
25 14 69
30 73 91
30 20 52
14 50 22
136 56 96
86 51 10
107 63 15
19 82 72
57 97 49
106 89 25
21 51 9
13 28 80
68 111 92
71 29 85
26 76 27
25 55 56
118 62 89
16 5 91
48 16 64
149 67 31
107 59 16
17 53 71
34 69 94
75 60 8
90 14 4
47 34 7
53 3 29
138 37 72
79 132 90
15 48 21
7 52 22
109 124 79
24 135 25
127 58 8
89 140 11
45 103 85
108 132 7
35 144 92
111 99 91
123 133 70
149 76 45
16 50 5
111 84 27
59 97 88
116 27 83
96 6 70
87 93 88
3 85 80
112 97 35
66 114 50
136 130 49
84 53 91
90 39 33
110 141 65
12 83 43
3 11 56
141 29 56
38 144 63
89 51 35
32 1 41
66 70 1
146 149 98
142 98 58
128 52 42
65 28 94
16 86 69
94 96 99
17 86 7
87 29 12
75 119 7
51 8 91
8 94 59
137 85 88
81 80 70
53 51 25
98 87 71
98 2 75
39 17 83
114 132 46
98 77 98
2 1 27
14 5 46
8 104 68
120 12 4
110 63 98
89 91 61
86 42 64
5 76 14
131 120 90
53 130 9
120 112 70
58 113 82
142 88 55
69 133 69
122 149 39
26 123 2
0 40 92
73 58 19
141 80 8
37 113 63
98 90 33
42 125 71
65 126 52
32 71 80
45 100 55
60 77 61
131 79 77
68 16 36
41 37 47
38 71 40
145 136 45
62 86 9
144 127 39
117 23 82
125 43 78
61 55 37
39 128 93
23 87 11
41 4 97
36 124 78
146 37 87
56 19 88
124 87 74
140 47 4
123 34 52
92 49 1
61 60 86
39 146 27
10 4 76
77 19 93
18 75 64
1 140 48
1 8 79
128 117 16
126 38 8
121 99 2
137 30 73
108 33 57
96 55 90
100 131 36
102 83 39
60 99 24
3 41 69
100 5 85
20 93 70
138 110 50
14 70 85
89 103 68
19 46 78
14 16 23
61 58 11
28 115 82
123 130 1
102 145 49
135 22 34
45 136 17
28 54 26
5 63 98
29 121 50
15 19 90
133 114 10
128 60 4
106 111 84
31 20 34
134 61 56
128 51 26
41 2 64
112 27 17
71 94 53
133 146 52
71 141 11
134 20 65
47 9 31
81 117 89
130 51 30
49 72 60
12 96 59
97 82 56
112 87 69
63 18 77
32 58 25
93 72 86
135 96 39
88 89 17
37 21 54
8 28 35
140 138 95
11 111 79
88 33 60
115 138 74
20 42 54
97 50 37
50 26 33
15 133 25
141 23 23
35 20 10
73 23 93
67 48 24
136 138 28
116 14 25
92 36 7
132 2 99
103 45 4
114 95 52
36 33 41
47 145 12
149 82 26
31 11 15
52 17 17
39 141 88
39 109 97
76 0 76
107 138 75
23 10 15
123 26 15
69 53 29
69 56 64
65 64 35
33 59 28
49 134 83
143 108 86
65 7 10
46 79 74
139 54 48
19 65 23
149 59 52
87 125 29
139 98 13
100 52 20
70 7 36
132 81 99
29 138 13
66 10 57
106 11 75
139 28 42
136 149 60
22 66 10
32 109 44
123 19 38
17 72 31
87 30 70
14 69 52
44 77 20
68 108 3
39 41 82
59 94 2
135 121 80
113 10 86
103 10 23
72 27 11
20 33 19
45 37 15
58 57 76
27 51 22
2 93 60
90 26 64
57 33 81
90 88 4
91 44 36
85 128 61
137 110 51
34 139 29
102 101 33
118 92 90
139 41 88
110 57 38
95 126 46
100 13 19
34 105 75
9 26 27
107 95 38
138 56 65
74 146 84
63 98 93
82 65 81
133 3 21
22 147 24
135 101 89
54 36 20
101 2 72
4 132 5
30 135 40
25 59 23
95 3 78
33 134 79
49 8 71
121 3 50
130 47 60
46 97 16
118 94 34
42 118 3
112 91 11
105 54 43
121 67 62
15 145 3
13 100 4
68 47 34
128 139 55
97 74 49
15 94 91
116 61 61
125 1 15
14 120 22
29 20 7
57 92 16
85 32 30
113 135 77
82 74 54
37 79 48
82 35 38
35 81 67
30 7 10
48 76 6
81 14 85
145 140 57
50 10 38
59 113 6
132 34 35
106 57 37
18 101 51
37 62 75
63 57 23
71 138 24
143 0 42
55 130 55
17 137 61
0 36 76
46 133 95
105 91 53
97 101 63
46 92 24
44 106 81
14 115 12
129 71 44
46 38 22
116 115 10
74 37 12
64 149 67
147 44 57
88 52 57
53 135 85
73 64 29
30 132 52
136 112 29
73 50 10
29 10 24
144 14 52
106 77 97
83 72 88
138 77 44
42 45 72
48 94 51
49 122 56
29 11 47
120 49 26
9 52 59
80 37 30
118 39 5
132 64 36
127 12 88
27 52 97
147 119 62
18 80 44
54 101 30
31 124 98
110 146 8
65 73 9
13 6 94
141 12 49
47 131 81
49 39 66
19 15 31
86 114 7
124 67 86
133 45 88
93 3 77
86 2 89
0 53 80
147 20 80
11 58 97
36 42 94
86 138 38
116 129 80
46 16 38
55 101 58
135 95 79
121 105 71
4 33 7
130 59 55
30 29 2
139 143 29
64 20 21
7 20 95
104 139 36
