500 249500
412 424 88
13 223 67
29 234 83
201 185 70
356 363 74
91 284 87
412 194 92
229 450 36
347 68 97
382 293 13
73 178 48
386 479 67
365 352 1
405 117 13
243 165 19
337 492 70
462 314 69
230 404 88
1 6 74
334 201 24
87 281 32
326 493 46
59 171 37
159 51 40
446 14 57
2 58 71
431 409 6
394 30 10
262 444 8
457 43 38
169 394 34
87 124 91
481 260 67
386 435 43
491 27 4
407 224 91
280 62 93
105 131 12
155 392 75
218 498 10
369 90 74
74 51 98
150 128 26
104 314 15
471 217 23
310 184 14
99 51 87
244 404 13
482 396 32
461 96 6
56 248 80
224 272 47
93 251 83
422 65 78
281 437 40
113 444 61
111 256 50
10 113 19
171 441 19
138 76 18
263 110 73
184 301 17
199 465 95
234 233 18
392 20 72
374 22 24
290 459 91
259 394 91
240 31 38
273 166 84
297 296 21
115 495 51
458 96 30
407 62 27
30 248 44
423 389 34
74 159 97
254 258 2
345 12 68
194 70 82
109 94 67
53 209 52
423 485 58
442 31 98
381 409 78
89 136 7
237 215 56
194 470 78
460 38 13
469 33 41
115 432 88
222 201 14
347 466 27
428 366 93
400 142 94
466 297 5
57 107 98
6 85 73
420 301 53
199 430 33
209 354 47
366 200 33
464 479 24
339 451 58
428 49 50
364 193 60
285 403 61
166 143 46
474 24 8
429 304 11
337 306 11
170 50 96
79 117 16
87 48 31
291 226 52
283 179 80
411 271 53
400 405 72
142 255 52
403 116 16
111 147 83
119 497 31
456 492 74
133 6 2
467 38 65
441 346 53
333 150 44
466 323 85
72 267 76
50 448 92
64 236 64
354 384 61
221 157 82
224 46 99
129 258 23
349 151 23
79 325 9
298 52 59
51 0 41
156 197 39
359 69 73
206 1 68
477 103 53
295 269 96
338 301 60
480 202 58
235 366 43
238 475 24
368 304 51
139 116 34
403 84 5
457 381 23
260 311 60
383 145 79
388 274 27
108 436 27
8 313 50
174 12 91
382 168 4
293 421 73
385 495 58
232 495 40
22 65 94
438 270 8
44 284 92
76 129 77
55 113 71
133 499 5
497 251 58
171 262 87
346 407 61
57 136 46
400 8 33
206 95 1
347 490 19
472 260 54
64 344 83
316 460 45
282 452 94
18 264 1
335 27 69
23 144 66
336 291 90
12 377 18
3 216 80
369 261 78
474 325 67
174 80 56
433 41 84
71 287 24
489 50 10
423 32 74
265 233 96
50 380 51
143 153 95
283 153 86
326 6 5
199 7 39
454 479 99
40 143 74
164 336 56
202 454 33
63 29 80
388 178 10
412 472 84
416 89 74
375 114 43
247 91 95
295 484 1
180 477 73
390 29 93
172 400 16
296 320 29
261 287 76
382 137 73
435 103 88
340 484 3
69 449 64
53 268 3
235 243 15
484 72 96
394 63 95
271 434 5
174 497 21
328 476 4
54 20 40
299 66 83
447 59 38
329 97 2
448 396 68
18 243 50
333 145 95
249 425 85
300 334 21
42 351 39
496 270 87
357 294 96
0 339 26
141 485 62
277 123 88
391 415 74
268 142 57
310 395 28
321 461 64
416 144 28
325 79 2
323 197 33
187 365 63
409 237 75
244 379 97
331 56 1
328 457 24
219 40 6
278 437 87
271 458 74
461 5 23
13 55 57
199 420 23
291 96 19
191 356 31
376 416 43
7 360 89
493 314 76
232 230 99
1 254 16
182 295 82
221 380 19
11 339 65
53 118 22
489 121 86
67 457 30
285 270 60
298 477 99
79 152 95
414 442 67
179 428 4
339 44 90
34 11 45
118 305 77
76 408 53
232 318 40
341 373 84
154 120 97
364 244 2
152 226 83
230 35 61
446 406 80
172 90 9
166 394 2
30 250 38
163 315 71
472 84 91
54 44 78
1 26 76
348 220 24
2 138 69
245 303 51
293 309 90
388 218 42
186 203 97
85 250 60
456 489 50
361 212 99
394 231 91
228 300 25
165 490 24
261 493 13
415 411 98
495 412 78
417 28 16
381 453 31
436 252 61
55 494 60
242 11 64
323 435 53
287 9 42
87 99 99
78 286 95
170 285 54
17 113 26
463 242 29
452 355 50
316 1 44
35 12 26
263 265 50
178 267 93
201 390 62
475 305 19
382 100 53
464 184 97
37 91 86
130 440 96
446 187 21
422 387 84
210 495 66
138 17 6
449 133 40
403 387 80
151 461 81
373 157 72
195 301 18
404 81 60
349 240 60
326 441 1
365 486 66
56 71 32
0 196 82
406 436 12
67 177 25
324 35 58
99 152 54
312 440 22
272 66 70
495 72 12
336 184 27
483 396 83
447 111 24
347 85 28
247 427 2
247 342 75
220 309 1
408 280 86
494 7 34
384 0 44
180 10 43
222 257 69
448 137 21
486 45 12
294 252 89
94 60 59
195 116 50
340 107 27
344 36 46
441 143 2
255 450 57
267 387 31
283 63 94
357 473 94
293 185 81
313 481 72
491 143 89
73 377 91
344 128 5
308 269 61
479 303 20
101 140 28
495 466 16
485 263 26
476 215 47
404 267 1
196 77 85
253 252 79
128 90 42
121 84 1
386 372 29
131 302 32
176 453 84
424 54 35
155 115 62
20 367 57
87 450 78
493 492 92
357 211 20
40 121 97
74 396 30
412 224 66
306 430 92
298 65 65
116 94 62
217 290 66
366 325 18
86 202 95
234 323 64
451 105 13
17 294 10
284 449 97
181 376 39
236 312 65
242 274 60
85 108 34
273 493 67
180 394 23
45 438 52
83 437 77
178 378 51
434 492 34
472 282 79
398 5 27
17 166 57
129 268 25
329 375 7
161 101 8
141 211 5
484 292 5
352 67 85
395 28 57
444 36 17
485 208 93
395 44 44
130 202 1
382 488 22
379 113 13
276 225 21
26 150 11
72 24 13
258 411 1
34 60 4
9 144 84
138 435 43
146 198 12
405 396 46
375 403 92
115 66 55
48 262 44
376 360 65
152 430 56
138 111 20
385 193 10
49 259 36
110 241 51
227 337 54
448 482 74
41 70 5
144 239 69
208 130 6
155 107 92
125 235 93
390 86 60
146 337 14
475 443 27
253 392 53
456 92 47
227 238 44
137 207 81
127 252 62
497 313 64
198 379 5
5 239 54
8 188 38
161 426 69
242 345 15
267 275 40
404 326 70
229 372 2
204 243 51
287 263 1
115 213 64
446 104 62
234 37 5
93 437 31
30 27 58
406 283 45
464 335 40
472 107 60
355 369 48
423 236 88
297 66 27
118 232 34
6 497 66
197 429 40
244 302 95
80 203 2
81 358 53
156 117 67
440 250 46
143 11 12
464 295 14
496 199 52
172 201 17
42 141 48
491 382 56
403 153 54
291 310 47
349 414 99
1 108 10
36 15 94
412 138 65
417 81 37
294 17 81
408 296 76
214 422 53
122 231 58
398 184 22
371 13 49
27 223 86
350 363 64
373 369 6
297 368 37
351 37 97
211 236 34
268 100 14
214 284 31
156 391 28
219 236 27
467 490 72
29 298 89
101 50 28
106 148 81
397 480 50
464 172 11
85 460 94
66 423 18
232 366 52
498 133 54
349 212 73
464 387 23
45 126 23
7 340 79
451 321 65
289 285 7
2 468 51
463 459 11
402 476 91
472 405 9
483 231 61
318 134 96
393 299 1
235 47 45
362 224 34
112 89 43
234 224 44
130 443 47
223 460 3
134 433 73
253 177 18
151 17 43
67 482 69
205 343 3
408 79 3
464 96 32
201 134 5
437 357 74
368 153 15
279 183 38
264 320 7
301 65 96
184 299 16
243 377 71
121 54 24
367 438 71
364 78 36
307 286 69
227 63 81
45 12 42
22 222 20
230 408 72
296 64 2
115 105 56
30 75 37
373 280 59
340 79 93
174 446 91
302 52 61
124 319 68
141 446 59
180 423 26
123 42 57
100 413 94
49 355 63
175 81 68
114 425 60
117 79 41
316 76 19
141 11 77
109 166 19
265 330 81
80 399 53
54 42 80
181 310 19
108 180 43
343 35 15
41 386 86
154 48 91
420 379 17
468 319 63
271 182 23
291 274 76
189 145 83
403 440 14
394 444 26
144 393 28
182 444 73
127 166 5
93 83 33
141 2 38
92 35 21
306 424 25
229 375 30
89 418 37
469 450 89
428 304 59
167 435 87
380 9 24
405 54 85
360 2 83
54 401 8
7 100 52
312 85 79
249 281 8
137 478 7
342 34 16
427 97 89
225 40 81
433 144 94
359 421 52
296 99 5
65 260 25
285 131 5
218 234 78
146 280 49
9 299 39
179 433 87
169 366 69
331 412 70
97 497 49
379 322 67
87 184 20
245 360 50
133 315 45
31 375 90
99 436 87
381 329 8
18 70 6
435 472 44
342 78 74
337 23 69
183 226 63
78 229 43
422 497 82
197 283 26
440 33 35
338 95 2
25 49 53
424 232 40
171 37 49
492 220 71
1 18 62
128 14 72
498 459 90
499 112 60
61 401 54
333 302 99
430 274 45
76 104 7
196 115 77
467 143 1
181 224 71
269 126 78
469 100 5
364 363 66
445 479 41
130 205 41
54 402 2
296 377 13
28 395 90
263 348 85
303 14 7
203 454 46
157 150 64
397 472 44
86 244 74
178 447 2
281 55 19
69 240 81
438 491 96
297 42 77
487 150 3
229 177 44
380 459 4
153 150 64
333 275 43
182 342 34
134 117 70
70 349 87
321 74 92
155 296 94
263 47 15
53 141 74
327 387 44
467 315 47
367 34 62
302 60 23
419 61 50
251 216 49
255 33 48
186 161 49
169 465 43
347 10 55
264 111 27
22 448 7
303 56 94
92 217 37
195 262 14
457 214 44
77 30 3
319 202 12
352 248 80
239 367 60
115 259 1
46 421 55
488 17 41
101 238 99
322 41 21
113 493 76
36 38 92
228 456 79
233 253 80
7 291 17
339 378 18
289 73 88
367 112 98
492 249 83
346 174 66
283 56 77
319 378 96
218 473 1
251 422 53
420 102 9
115 200 49
135 171 84
35 187 38
114 67 50
326 259 29
465 107 51
197 211 40
377 493 8
413 162 50
390 5 43
81 335 86
311 154 86
430 313 42
273 348 61
490 234 20
216 493 28
337 189 2
490 462 3
393 431 7
221 361 16
143 287 67
46 471 34
106 370 40
328 139 78
392 29 62
289 31 7
184 231 62
148 449 76
404 88 53
12 2 12
305 354 85
400 111 64
438 379 48
276 475 44
460 147 21
338 330 21
26 262 85
41 172 39
344 87 31
319 408 46
238 423 80
261 498 74
367 342 88
301 497 92
356 88 67
190 271 80
244 284 35
466 275 77
96 246 17
74 377 91
401 493 42
435 267 20
312 18 63
85 404 55
126 407 28
462 286 59
410 117 33
282 223 42
196 487 26
423 442 49
30 11 32
389 34 28
401 215 44
229 487 78
246 497 59
125 345 78
417 230 47
498 241 96
412 24 17
173 5 52
467 342 33
434 244 51
161 318 60
432 372 47
434 409 21
243 217 94
488 8 76
351 86 52
84 260 2
319 39 32
415 284 50
28 153 19
410 28 35
29 290 98
5 170 51
300 336 73
195 398 72
478 430 6
145 121 32
306 468 22
267 432 26
12 271 53
98 208 95
475 432 27
352 205 1
1 68 36
184 148 63
490 480 26
376 54 62
378 390 83
203 141 82
393 177 44
313 29 76
331 151 45
383 481 79
94 84 8
367 371 54
355 17 33
201 25 85
115 356 20
60 316 47
297 226 46
224 303 43
280 305 63
286 91 18
398 169 46
176 74 55
352 276 3
85 345 19
194 483 43
100 221 44
172 77 13
472 426 15
318 443 79
395 282 60
344 109 99
487 151 55
448 344 35
134 86 21
140 225 86
392 359 58
102 338 73
465 82 71
187 123 73
279 391 94
125 397 52
347 362 66
67 452 8
143 369 12
398 270 8
497 48 2
440 218 59
450 172 73
95 130 86
251 39 52
259 264 81
339 113 95
488 264 62
97 167 33
441 353 4
107 354 62
133 192 68
450 248 87
234 298 54
390 89 56
288 415 45
119 409 14
274 171 63
123 330 22
254 272 63
76 107 3
389 359 88
13 139 13
437 9 23
380 438 66
413 404 22
47 318 58
325 494 24
12 176 96
286 442 55
387 465 9
239 124 40
164 439 92
112 423 79
427 16 79
286 222 48
246 17 58
288 76 46
157 346 63
369 252 10
272 198 24
409 367 50
402 194 16
308 73 97
357 245 99
451 233 11
238 78 65
490 251 7
460 272 97
237 276 20
498 482 94
427 109 42
453 142 30
380 371 96
43 400 92
67 229 89
113 168 93
48 454 11
467 84 93
387 323 62
48 496 12
430 112 73
263 311 72
365 27 99
482 486 94
1 46 22
64 428 49
431 19 11
408 141 94
282 475 29
6 49 33
233 362 76
442 390 19
464 183 96
110 322 83
427 485 59
54 135 70
77 421 76
144 452 87
87 91 53
327 446 60
59 105 31
351 122 55
316 473 29
420 462 89
294 379 53
469 329 81
428 299 25
374 460 96
381 251 5
487 420 28
55 495 81
230 388 30
369 25 44
105 192 9
44 215 74
193 170 3
242 301 39
131 233 26
446 154 72
338 295 54
143 299 70
237 411 43
253 288 43
143 137 53
322 88 17
129 49 92
324 7 36
477 388 16
116 119 66
459 220 81
296 348 77
291 327 37
264 380 57
305 499 68
74 275 89
43 468 28
2 340 95
36 479 19
414 72 6
215 5 68
214 287 33
400 236 57
163 384 55
125 338 63
360 262 5
94 310 2
160 336 57
425 428 94
323 438 93
233 5 50
212 130 19
42 339 45
467 446 55
499 409 71
305 356 40
323 446 60
368 365 56
48 226 34
485 436 55
189 45 69
4 477 24
499 319 65
312 409 15
150 446 61
361 364 33
316 310 19
175 225 13
371 326 36
416 498 25
288 213 49
38 225 52
163 492 37
69 351 77
89 356 98
98 137 22
73 4 42
363 130 56
414 118 79
162 221 1
151 290 1
479 343 37
381 20 42
22 159 52
450 341 75
91 431 38
102 8 14
420 207 9
471 139 43
280 246 5
432 168 50
476 241 61
77 193 42
189 19 98
381 491 87
113 453 12
185 369 83
374 78 43
494 349 19
447 395 63
146 102 37
114 424 18
39 460 31
328 363 72
299 355 28
495 271 31
403 412 55
203 140 5
42 382 19
87 372 87
25 53 25
152 491 43
223 222 70
428 317 58
142 146 84
295 193 16
68 402 94
277 296 23
397 272 16
60 262 73
44 478 64
292 168 70
380 372 14
61 482 92
0 432 47
123 226 15
344 430 76
371 273 59
453 235 14
331 180 95
455 262 49
264 28 22
322 80 73
457 354 71
354 376 14
302 207 94
178 170 78
472 221 84
63 374 51
21 218 23
198 485 18
336 208 30
389 494 52
198 388 38
214 306 71
44 417 3
287 399 89
59 335 12
1 285 43
463 438 45
114 247 41
259 325 18
142 300 33
117 315 5
139 19 65
227 140 21
24 133 90
357 206 37
382 463 11
280 426 21
414 300 81
280 457 29
498 465 30
201 121 20
50 342 8
497 211 43
1 226 16
89 470 94
286 19 35
112 156 20
352 408 41
374 303 51
426 394 20
385 306 35
48 423 88
492 351 82
47 155 69
193 403 64
252 214 10
377 134 33
179 390 52
464 97 49
419 195 65
50 171 95
278 270 83
15 214 5
409 102 68
86 19 41
18 338 74
489 253 73
438 400 86
340 451 16
288 285 89
373 218 63
435 268 43
286 481 52
339 117 8
150 298 81
282 346 15
234 321 59
313 253 87
467 466 46
49 64 57
494 203 70
213 163 85
487 38 45
92 342 97
435 357 60
292 269 91
45 230 1
208 64 21
380 363 65
453 245 16
205 143 99
334 452 53
404 244 11
26 62 84
358 81 11
436 286 17
223 46 83
215 156 92
96 48 3
97 481 94
6 327 34
487 398 59
212 97 12
237 107 30
268 408 88
412 453 91
123 12 15
290 92 77
388 160 74
344 137 41
351 471 90
449 16 63
115 380 99
259 441 47
309 127 21
238 402 84
270 472 97
367 226 28
256 163 75
287 37 59
151 153 7
339 97 29
295 78 71
131 301 5
9 499 99
29 337 54
457 332 43
124 66 69
256 46 26
44 217 30
314 376 14
456 253 51
6 487 58
290 275 18
322 413 66
479 275 65
384 110 79
169 114 15
197 68 47
355 499 42
354 436 25
273 302 86
253 170 88
363 213 50
246 493 8
346 100 50
268 259 25
108 250 52
341 475 24
300 490 62
426 319 79
178 180 70
490 207 66
186 497 64
312 260 73
156 69 50
39 89 32
191 226 55
156 493 14
148 351 6
359 125 22
389 388 48
317 251 25
430 103 56
114 7 72
352 164 48
487 419 74
335 499 99
418 352 74
37 248 70
243 468 40
54 112 42
318 75 88
112 85 96
9 133 17
287 481 13
276 335 95
267 479 50
267 39 5
404 450 36
205 144 77
286 75 30
42 278 26
129 100 81
496 363 56
417 292 77
212 10 87
324 1 64
277 137 25
382 248 37
396 458 43
90 129 68
419 104 3
313 499 76
482 259 35
490 495 22
461 281 56
33 453 88
200 30 14
24 367 66
428 314 67
359 88 84
147 105 10
350 2 42
73 34 33
493 0 76
496 234 42
327 460 16
334 160 86
133 303 85
161 327 66
64 202 91
498 192 91
22 339 58
163 220 29
188 167 82
378 350 69
266 31 39
306 74 59
343 424 3
400 150 2
85 59 23
468 213 34
376 16 82
202 321 10
233 151 41
489 66 44
408 182 4
36 499 54
197 394 40
32 195 16
392 71 46
219 77 24
160 225 79
175 420 68
383 165 15
63 397 17
45 186 80
292 430 59
248 374 24
117 400 77
438 156 94
235 404 10
32 86 34
177 404 60
70 321 10
121 431 15
407 247 73
74 368 5
283 326 65
291 50 84
313 138 98
171 70 17
108 19 28
41 482 57
224 199 89
111 183 54
496 326 51
226 123 7
281 455 69
86 386 24
309 183 6
469 189 98
162 412 46
76 376 2
498 44 85
453 346 44
428 150 27
27 232 47
264 164 25
390 411 37
311 428 59
121 338 33
360 139 76
338 214 21
234 182 48
244 268 2
136 219 40
209 177 28
220 222 90
208 83 33
