100 9900
67 10 46
74 39 16
26 38 66
65 98 14
46 82 1
51 66 78
87 96 95
94 71 48
40 66 68
4 49 11
97 17 41
36 24 62
43 40 34
35 24 85
16 42 5
1 57 96
67 75 37
35 74 25
82 32 83
95 37 27
9 38 2
96 22 18
72 9 48
68 54 89
22 51 88
89 62 6
74 77 63
22 38 92
98 26 10
75 21 15
9 64 77
85 1 70
83 19 92
73 53 63
84 10 17
42 55 79
79 4 80
75 4 95
55 47 55
84 62 16
33 52 46
61 13 30
68 58 1
79 99 34
42 97 72
13 8 42
31 30 3
56 20 48
76 87 46
69 82 55
76 10 5
68 26 54
46 1 10
6 24 88
28 23 65
44 33 88
66 74 85
90 82 75
8 89 28
32 1 29
49 89 47
26 98 73
39 90 69
6 48 29
87 2 59
76 57 47
42 35 59
41 55 23
41 36 38
13 86 31
55 64 66
70 71 49
47 71 20
35 78 39
2 15 1
28 61 7
50 14 78
97 6 29
16 70 89
4 72 15
19 96 17
9 53 56
14 47 3
32 67 4
52 58 81
57 83 7
21 15 88
5 32 29
97 35 80
47 98 59
48 42 39
57 38 43
70 20 68
29 81 81
6 61 95
4 36 3
57 7 16
10 33 13
54 51 86
48 37 32
70 79 98
94 63 85
53 72 80
49 87 40
38 54 78
13 30 92
93 66 83
76 81 34
11 96 56
15 31 41
25 10 79
88 20 19
5 24 68
87 66 89
24 59 95
17 62 96
59 91 76
38 6 17
61 36 54
6 93 71
25 83 21
27 17 80
32 88 5
94 83 12
77 2 73
67 82 13
69 48 79
44 68 49
69 13 25
23 89 40
59 10 94
94 80 83
84 99 93
45 57 24
63 31 98
52 20 43
98 92 37
68 9 22
37 82 11
90 76 73
1 64 8
57 14 90
4 1 3
31 16 51
73 40 55
40 37 24
25 18 49
71 24 83
13 15 1
23 7 15
46 0 48
55 15 5
60 69 7
45 10 12
74 88 40
10 31 80
89 47 61
98 68 6
96 16 24
6 7 8
4 14 14
47 10 53
79 69 61
85 8 27
78 0 99
99 79 8
63 25 9
23 63 21
57 41 12
7 21 94
67 79 75
38 8 80
74 97 88
75 53 73
95 99 47
78 83 31
41 52 69
97 53 15
35 95 96
9 28 61
43 3 3
57 43 58
66 79 49
64 32 57
32 90 22
62 46 12
77 22 62
40 19 65
88 64 35
73 38 34
23 80 58
48 28 68
6 63 15
4 40 84
44 86 45
52 38 49
77 7 54
68 76 44
52 41 3
20 14 22
51 90 56
3 49 5
93 36 4
63 60 37
17 51 42
51 60 64
13 93 99
10 0 32
93 50 6
72 70 61
24 7 24
56 37 1
96 10 80
44 48 6
66 13 90
36 18 39
81 83 19
52 10 80
64 6 55
0 60 53
67 90 19
86 75 4
81 1 69
8 96 34
46 74 72
21 22 73
75 57 38
90 89 12
80 72 78
15 3 70
60 89 1
85 63 69
1 4 99
22 61 19
53 70 20
19 81 49
47 18 95
68 21 35
82 21 60
12 93 92
5 22 67
77 53 10
89 94 6
94 99 12
83 27 88
87 93 2
61 74 9
42 4 70
92 30 41
89 21 38
95 61 39
78 98 89
44 85 39
95 40 38
7 95 50
99 14 67
20 89 7
80 61 51
76 86 93
40 28 57
97 30 95
63 80 17
20 65 62
53 89 50
96 99 18
37 14 79
30 88 84
3 51 89
98 30 99
7 20 96
25 54 45
61 63 96
20 38 52
34 6 92
11 44 34
55 58 37
92 11 20
83 22 35
25 84 82
90 48 5
18 0 51
85 34 46
51 65 97
88 45 58
25 77 43
18 41 21
61 21 64
8 17 66
7 84 44
32 29 12
63 62 60
96 19 22
0 38 90
56 44 65
81 98 14
79 98 44
22 56 3
51 2 47
14 54 20
54 94 28
33 83 62
7 77 55
37 87 5
4 54 74
18 88 7
59 94 16
47 88 43
87 30 36
92 33 82
73 20 21
4 63 97
25 22 19
40 26 36
28 93 59
14 22 62
59 18 55
65 55 27
58 16 92
80 34 73
88 0 83
17 21 10
98 95 33
7 12 12
81 15 32
14 33 21
45 68 18
35 30 21
16 85 79
24 85 14
40 75 12
69 74 90
86 79 17
15 92 28
78 22 79
66 75 48
37 83 55
91 77 40
26 77 50
94 65 77
70 21 97
69 10 49
7 46 50
2 28 72
73 94 70
61 73 14
96 17 69
46 38 35
55 81 85
23 48 20
22 29 86
36 28 74
22 78 51
53 77 13
97 23 62
10 89 13
31 66 96
67 81 66
97 45 17
83 26 57
17 42 12
92 84 45
19 85 28
71 12 13
15 41 82
55 26 17
18 57 38
6 60 68
97 34 39
95 64 65
54 34 6
9 59 32
63 68 56
31 14 71
39 19 66
71 52 77
63 91 80
90 96 47
14 90 5
76 17 34
26 74 13
4 74 81
84 74 74
55 56 59
65 70 7
31 70 23
48 0 79
92 67 25
12 60 39
83 13 92
60 80 93
87 0 48
22 84 34
30 24 46
41 87 37
33 54 63
36 88 48
46 70 67
13 88 78
12 68 2
2 71 42
21 23 53
33 57 40
48 45 94
29 12 95
99 22 63
5 21 70
81 41 54
3 30 57
14 64 37
55 4 84
83 72 14
68 75 93
25 19 80
83 38 17
61 23 17
9 84 25
89 5 10
69 42 35
48 21 53
37 35 85
67 85 32
83 81 16
10 80 63
80 81 10
61 42 95
7 0 40
11 80 67
74 46 37
33 20 22
24 25 2
8 60 80
58 71 36
60 90 78
66 90 11
78 13 23
48 72 7
24 79 9
7 41 54
54 66 19
91 47 3
54 20 66
89 99 43
33 98 73
55 37 38
72 69 27
87 15 52
74 41 24
73 58 82
34 35 22
96 64 58
63 50 30
70 73 73
62 76 23
82 93 52
86 77 7
95 2 3
40 47 17
42 83 53
26 51 83
32 30 9
60 54 35
90 41 60
36 27 87
19 92 30
45 53 40
23 9 19
80 41 16
47 51 55
76 24 53
37 51 57
30 91 3
47 11 34
55 97 24
30 45 11
93 76 92
92 19 61
40 57 99
33 92 80
41 74 34
43 81 54
59 36 25
14 0 30
63 9 44
26 16 64
34 61 35
64 61 76
98 21 85
53 80 99
13 92 12
49 95 2
80 3 13
89 16 81
7 80 95
9 83 28
15 18 33
27 93 28
55 1 94
37 93 65
13 11 10
77 74 21
42 51 92
41 0 90
87 57 70
90 32 29
37 41 81
91 97 33
81 33 11
45 15 81
92 96 43
19 65 18
63 17 75
68 77 15
64 25 31
77 57 21
69 68 68
80 25 12
85 38 10
9 31 80
98 53 85
2 65 56
3 26 79
84 35 49
19 9 15
6 75 58
15 55 9
55 35 72
17 93 83
34 21 41
33 78 83
63 19 46
49 84 26
87 33 34
4 32 17
86 8 1
2 70 66
3 19 67
85 18 28
40 78 69
20 93 71
91 28 62
0 48 19
26 43 17
31 73 33
87 94 80
10 13 96
96 25 69
99 34 94
50 75 94
93 92 43
42 24 98
47 34 96
11 77 71
46 91 89
45 0 63
27 91 67
72 21 72
1 84 99
13 51 13
40 74 76
53 19 82
3 81 60
83 95 87
89 18 52
35 41 3
82 20 2
0 70 75
49 28 55
65 3 89
47 99 16
81 48 90
31 72 36
6 28 48
96 31 52
0 93 1
40 88 45
86 21 95
86 25 67
90 16 62
97 21 19
64 69 26
10 65 70
35 88 5
29 84 60
0 64 1
83 99 78
18 75 11
21 99 69
42 92 12
29 16 23
48 94 45
65 1 34
43 79 82
76 59 62
19 61 79
41 69 14
52 50 71
81 7 17
81 19 29
57 56 85
84 47 21
23 11 10
86 11 66
37 32 43
72 62 61
98 14 16
57 81 94
10 42 54
84 88 62
99 59 63
17 52 43
48 75 10
51 58 14
42 31 42
65 97 35
84 54 97
12 90 24
57 90 38
87 26 28
63 79 85
90 0 55
7 73 60
96 0 52
27 11 17
70 88 25
64 17 24
23 33 30
83 74 68
40 54 25
82 58 98
65 32 26
68 48 52
86 99 17
31 6 9
50 46 93
79 54 83
72 75 72
35 54 12
19 22 86
36 47 24
42 46 56
73 91 81
17 56 12
61 78 76
51 39 58
27 95 38
1 80 86
33 28 82
69 51 95
66 25 8
50 99 7
13 1 10
93 98 11
77 61 20
28 14 60
71 18 57
17 58 85
64 67 60
31 97 15
17 18 72
29 71 52
5 16 91
83 80 74
91 65 86
46 16 49
89 43 63
82 11 56
46 63 46
3 14 69
47 40 77
42 1 12
57 23 18
25 62 8
60 41 10
69 79 61
88 67 63
65 40 53
16 58 47
21 66 45
21 65 82
70 50 50
12 36 79
22 70 74
60 18 75
69 58 22
15 89 76
96 86 33
63 82 3
95 90 10
24 34 97
79 85 74
45 3 24
87 56 10
52 12 10
58 25 55
80 66 51
31 55 80
84 66 25
25 21 33
27 26 20
66 29 41
81 57 31
94 48 92
26 56 3
23 82 47
35 68 78
76 20 51
62 49 62
93 49 21
6 33 77
26 61 85
73 95 16
65 57 1
82 51 8
25 17 88
55 21 94
0 74 42
68 16 26
3 15 54
24 81 51
62 56 71
78 39 56
82 57 68
48 97 7
40 60 43
95 18 28
38 24 88
56 55 56
16 24 38
45 7 19
6 21 5
13 41 31
11 78 74
9 1 16
23 5 6
78 52 13
29 7 32
57 4 26
45 41 95
67 41 82
75 59 56
32 94 42
57 28 46
79 66 71
18 84 99
71 49 79
31 3 8
93 11 94
51 14 26
2 52 90
40 17 11
80 15 54
57 80 69
60 49 52
64 62 13
93 87 86
12 48 34
50 10 2
67 30 97
85 12 36
2 76 97
62 57 61
39 1 2
97 46 2
55 18 1
14 32 94
39 25 2
51 17 48
37 17 14
81 71 27
47 83 75
67 97 30
88 26 48
83 3 91
36 44 30
98 63 71
59 70 36
76 12 51
78 24 89
7 55 34
58 36 97
73 87 79
8 46 83
65 83 16
10 68 34
89 15 47
5 14 55
95 96 3
53 5 87
54 1 63
3 42 46
2 61 65
32 66 18
34 13 76
39 68 10
32 81 39
90 84 99
81 46 45
94 82 22
27 81 43
71 79 21
7 88 60
93 42 18
8 55 58
36 82 57
10 43 63
12 91 4
64 27 70
69 11 37
82 62 72
70 25 59
65 50 26
68 86 1
71 89 67
81 93 42
26 8 42
78 46 6
52 30 19
49 30 29
18 72 8
37 28 54
3 56 95
83 94 76
97 77 25
49 43 60
32 39 64
92 47 69
93 1 49
99 5 1
91 96 10
90 1 92
37 60 33
83 34 18
21 58 3
97 52 22
91 4 78
7 94 95
48 77 35
80 27 32
99 1 77
8 94 63
85 15 76
47 81 31
95 58 88
94 26 39
7 29 12
81 5 51
16 12 1
69 34 74
88 46 38
24 58 70
30 20 69
56 59 81
43 14 13
19 53 3
3 6 49
55 25 39
82 79 83
35 61 61
78 51 9
28 5 39
28 85 51
7 90 56
82 95 61
29 14 42
61 86 30
39 26 61
5 37 6
94 24 62
20 70 81
94 87 99
32 47 51
92 39 33
55 77 89
33 4 20
64 92 48
91 53 57
12 54 35
80 92 15
69 28 14
31 43 19
44 23 21
57 71 93
80 2 98
8 32 48
82 72 60
2 23 84
46 78 16
20 53 28
28 20 55
12 65 42
80 77 2
69 85 83
99 66 73
38 88 91
5 20 78
36 50 17
97 25 40
30 21 40
58 72 9
5 65 48
50 26 97
15 5 66
93 79 26
29 43 56
25 34 33
60 55 64
58 77 32
62 89 14
67 77 87
27 36 94
70 46 76
41 47 26
77 6 96
93 10 35
1 38 99
36 32 35
47 24 68
91 33 51
10 21 67
86 61 94
97 28 5
81 9 56
92 24 58
62 80 71
26 15 60
37 76 21
93 91 39
18 31 90
23 87 22
27 43 30
40 0 78
43 93 26
47 53 99
8 54 26
85 67 21
79 21 20
58 78 8
13 54 13
29 24 18
71 9 91
64 41 77
82 42 14
61 58 40
80 87 68
23 91 36
51 19 25
65 82 50
49 98 87
93 89 91
20 27 85
73 69 99
56 50 10
49 82 16
71 34 43
53 97 84
29 76 26
15 14 18
45 82 42
98 86 7
20 82 84
61 81 78
72 63 91
63 38 94
53 90 6
90 92 84
0 26 48
3 10 96
1 11 9
84 94 7
15 4 9
6 73 2
58 51 44
88 1 97
52 16 62
1 86 19
91 29 41
10 61 63
89 23 95
32 98 49
89 88 96
97 76 92
76 52 44
71 53 66
8 58 14
18 55 66
26 53 54
63 15 74
35 93 62
33 27 40
99 44 25
84 75 97
70 93 39
36 57 56
36 93 41
3 29 32
78 59 81
16 59 10
4 65 50
78 28 96
31 68 85
8 44 54
24 93 53
56 97 97
7 75 21
28 72 9
96 1 64
61 55 11
60 53 72
26 24 63
30 99 51
56 79 67
39 79 95
44 22 59
57 29 99
52 34 17
67 46 59
51 87 98
61 77 99
99 35 49
23 50 23
59 7 49
79 17 1
12 5 12
55 57 89
26 32 42
55 20 13
63 61 76
80 84 60
68 78 13
11 53 52
14 25 70
1 67 99
12 46 8
61 82 27
62 74 5
96 33 17
39 15 8
17 27 26
51 36 7
98 56 50
86 89 97
49 35 7
13 85 62
3 67 93
92 44 24
32 64 47
94 92 70
96 68 14
93 57 35
99 28 44
62 91 76
2 87 80
21 90 59
6 53 65
50 91 91
71 45 78
66 57 20
76 89 37
63 29 10
84 96 13
0 14 18
15 44 4
78 40 51
38 62 50
52 88 14
15 49 32
31 62 84
2 39 20
47 12 38
23 38 40
64 96 75
43 85 36
55 72 93
34 24 16
51 6 75
71 56 28
65 73 39
66 98 83
76 11 44
54 41 51
7 22 73
73 11 12
68 6 47
39 46 9
30 89 16
49 92 41
64 66 64
66 52 8
32 76 29
74 56 49
60 93 90
92 20 92
64 54 54
18 12 29
99 96 55
12 8 41
41 95 55
49 3 9
58 45 14
83 91 32
97 82 53
18 95 59
85 52 32
3 84 99
4 7 48
72 35 44
55 69 60
33 60 78
89 83 16
62 28 37
28 90 78
27 53 20
58 92 69
46 21 64
68 79 50
74 16 65
51 29 2
73 89 32
33 39 4
16 51 78
88 65 2
61 96 57
95 1 66
89 41 2
20 31 55
13 27 43
56 21 98
72 13 84
96 49 42
62 83 28
24 51 25
2 48 4
0 73 21
78 23 41
6 78 72
47 84 91
19 66 71
95 81 18
69 57 57
37 13 76
76 60 90
19 60 28
50 35 13
65 42 6
83 65 38
99 43 66
23 32 53
5 84 76
82 91 19
95 31 29
96 95 86
18 10 25
67 63 52
12 62 60
88 47 43
39 62 22
30 76 8
93 3 8
77 54 60
82 89 31
39 9 15
26 17 33
10 47 52
6 76 44
35 91 83
89 48 82
73 44 96
25 65 82
75 10 93
51 33 58
23 19 10
16 75 61
70 33 67
18 19 60
45 87 52
51 68 47
57 59 61
12 83 91
20 94 95
61 72 61
93 26 41
90 72 32
62 1 94
81 68 74
40 10 6
33 7 25
35 43 85
32 79 1
34 16 40
25 16 53
78 88 23
80 88 54
63 76 38
77 58 10
7 70 53
88 86 6
66 17 89
7 91 20
83 43 6
36 73 14
21 5 73
55 23 94
38 48 86
76 38 79
64 84 1
37 57 37
72 30 12
79 50 9
47 43 31
4 35 57
24 80 87
54 12 68
39 93 35
48 65 19
82 7 67
44 3 87
70 80 11
88 27 13
68 53 83
14 88 73
29 72 6
98 77 41
37 45 19
30 79 39
80 94 56
76 97 99
58 12 5
6 17 48
18 20 66
75 22 14
33 30 13
48 40 68
13 10 93
36 19 87
28 52 90
41 9 55
75 28 45
30 57 10
58 21 49
13 71 69
41 45 44
18 24 11
15 94 60
61 59 74
18 48 24
84 39 56
84 44 95
24 69 2
41 5 79
24 60 87
75 9 33
8 2 22
26 50 43
72 25 94
81 69 79
31 59 21
69 72 86
36 59 97
63 36 8
34 86 16
33 63 15
82 12 32
0 51 40
82 3 63
31 64 84
3 66 49
73 68 10
81 67 74
40 89 88
35 2 42
40 69 88
50 98 31
31 41 27
24 13 18
98 1 21
93 14 37
39 17 57
67 47 51
50 22 83
21 27 86
63 32 91
71 33 95
44 82 78
25 37 81
58 63 1
87 7 14
71 22 54
78 10 88
66 51 67
12 11 80
90 88 73
19 83 53
91 57 67
53 94 88
77 89 91
88 28 24
56 75 57
83 35 23
43 70 94
29 8 32
88 80 10
33 1 19
61 11 80
1 78 13
58 10 32
44 75 30
28 75 67
95 35 34
10 84 60
67 56 32
4 19 55
1 91 78
37 43 41
49 68 97
95 34 68
95 30 77
75 51 61
0 6 26
38 84 55
90 18 94
43 92 23
70 31 23
68 44 33
39 27 63
12 66 59
85 79 28
97 4 82
20 16 68
56 48 48
56 16 62
97 33 39
89 91 29
76 5 52
42 16 29
78 42 9
40 82 6
38 82 43
92 79 18
90 75 60
70 10 59
75 81 71
4 23 46
41 16 30
90 68 15
58 84 66
42 72 9
63 55 16
50 96 3
15 2 86
67 83 94
56 68 20
1 71 65
20 22 18
36 58 43
12 47 82
28 12 77
3 27 81
70 41 96
13 82 46
56 34 31
19 56 34
6 5 72
68 80 36
27 24 74
39 67 80
31 1 77
22 99 66
28 8 70
72 11 76
53 91 66
69 19 29
26 13 29
27 23 4
91 85 56
66 82 88
3 36 3
75 95 34
65 51 40
67 33 30
59 40 81
25 86 92
50 52 93
70 87 73
28 55 38
30 35 10
48 46 49
11 0 79
97 78 63
63 98 47
4 77 69
45 63 93
49 99 60
38 40 61
6 9 20
90 77 98
0 72 32
39 49 42
38 55 34
52 64 63
8 50 11
94 52 29
14 57 26
83 24 99
20 48 94
25 67 79
60 35 42
93 83 33
60 73 57
75 43 63
34 84 68
25 47 51
53 36 75
65 85 96
29 2 48
28 22 35
4 78 31
42 60 63
91 26 39
32 65 87
51 31 71
95 50 1
93 85 49
99 80 91
57 1 31
80 91 53
14 98 23
79 80 49
2 0 6
91 42 86
19 58 53
4 39 10
53 69 62
51 47 69
43 63 94
44 73 20
64 56 42
63 57 84
98 91 84
64 87 55
66 71 96
45 99 48
62 22 62
46 48 28
35 15 13
7 64 49
13 32 50
35 16 73
9 35 98
52 26 29
45 40 88
31 9 79
77 29 43
77 72 64
5 28 81
45 43 88
34 91 36
42 90 44
4 97 52
0 96 40
79 61 74
22 31 47
65 60 38
11 20 31
12 86 5
64 90 19
85 70 62
32 42 7
53 35 51
91 24 60
51 40 45
16 19 39
45 56 91
29 1 83
55 7 80
23 36 83
13 12 55
92 22 13
59 55 19
29 3 58
82 56 32
22 62 75
17 55 27
37 34 21
76 63 8
31 63 59
98 48 56
16 71 48
83 44 16
33 65 30
27 40 39
9 16 8
53 29 75
98 57 63
48 61 74
56 9 77
99 49 23
29 67 73
84 72 9
67 66 98
30 8 80
66 85 10
45 97 33
44 26 89
9 0 49
79 94 45
93 52 56
56 26 45
28 44 92
94 89 55
11 23 94
81 31 70
38 69 32
69 45 99
82 25 43
89 49 95
60 11 62
34 67 50
46 3 91
51 46 71
83 73 61
14 85 1
4 92 40
46 36 22
79 67 59
65 79 10
7 50 27
8 92 12
77 52 49
21 14 25
56 98 87
66 60 37
48 43 61
68 50 86
58 27 68
30 95 75
83 92 50
47 55 99
79 70 27
93 25 96
29 35 94
30 49 57
68 25 77
59 48 65
24 21 67
68 19 92
19 62 28
45 52 37
3 0 74
91 35 65
65 5 13
20 40 20
51 76 71
51 45 90
66 19 35
96 85 36
20 8 20
37 20 39
23 35 81
50 49 11
77 96 91
53 98 71
26 29 83
39 65 65
25 11 80
28 80 68
90 29 87
50 3 55
12 44 72
80 38 23
85 94 67
57 40 55
70 96 65
76 88 88
66 8 15
86 65 54
11 36 78
4 33 53
28 47 33
78 26 7
82 77 64
27 65 71
44 74 36
92 88 54
11 5 14
38 7 23
27 37 55
90 71 55
33 3 57
35 23 31
50 60 14
35 46 68
11 89 85
48 6 70
18 52 38
5 87 16
13 52 23
70 17 2
32 95 7
43 21 89
48 66 83
22 7 13
24 97 3
60 21 74
99 42 84
90 9 10
91 55 80
87 32 72
87 81 21
56 92 15
72 58 13
12 16 37
68 65 41
6 80 40
62 8 93
36 77 7
29 21 40
15 96 85
87 8 58
31 11 51
75 91 97
16 53 22
1 13 84
93 28 27
88 58 38
7 66 81
73 74 3
20 91 93
63 0 24
42 2 93
59 47 45
62 17 41
19 40 30
46 31 46
24 38 61
48 52 8
21 16 26
45 50 76
89 87 32
5 29 79
66 65 42
82 10 63
42 66 11
46 43 90
82 22 32
70 5 98
70 19 79
46 2 23
17 7 13
13 40 27
8 4 58
0 79 49
37 71 65
69 30 46
89 38 11
90 5 20
26 42 5
33 46 87
40 11 65
79 97 37
63 18 87
61 80 9
92 13 80
69 2 95
30 15 54
35 13 39
77 45 9
47 69 49
11 6 30
24 68 83
34 39 94
30 55 25
91 95 57
46 84 62
81 3 39
92 80 23
3 80 92
52 67 83
63 3 36
76 50 76
81 70 65
15 13 67
11 42 57
51 98 72
82 99 92
80 63 40
43 61 29
56 96 78
10 39 58
19 50 17
49 62 44
50 82 8
28 35 71
41 70 52
85 93 2
67 40 9
83 20 83
85 5 70
83 48 37
50 93 14
70 38 43
55 79 83
12 27 31
89 92 70
20 90 73
3 12 46
76 1 77
41 33 30
67 21 74
47 95 28
68 55 8
87 54 64
28 2 47
42 82 36
38 91 21
60 56 11
11 97 87
64 10 20
78 84 16
68 43 38
98 7 88
43 16 86
44 27 11
86 53 55
21 36 93
99 40 67
0 94 36
77 24 18
70 36 74
43 47 44
24 3 81
59 60 41
31 83 50
57 72 79
16 7 41
82 2 97
82 16 83
70 32 78
40 79 7
11 25 46
9 30 3
57 95 59
90 61 96
80 6 36
31 95 99
4 99 56
4 2 97
26 45 24
10 27 57
13 96 44
41 32 59
2 1 49
27 61 47
16 61 79
89 17 72
85 3 58
96 92 8
20 15 22
80 31 98
15 84 76
41 77 64
70 11 75
36 40 48
81 18 84
43 52 3
64 35 25
91 37 98
62 53 21
72 45 74
71 10 93
14 1 16
47 9 79
79 40 34
83 71 6
87 99 94
6 50 19
78 8 21
34 10 54
48 36 49
91 13 50
1 44 81
83 85 96
49 33 80
45 62 7
62 54 65
93 19 10
83 29 56
81 11 69
26 88 4
75 12 8
88 53 35
0 65 66
35 82 33
67 37 13
56 83 7
23 0 83
93 2 7
9 14 21
26 86 37
59 32 97
96 4 15
