250 31125
162 141 20
3 239 13
138 71 70
215 153 65
146 114 3
135 213 25
8 189 58
102 87 20
23 97 91
89 181 48
68 141 25
97 46 91
66 175 92
121 134 65
212 89 84
156 78 81
229 60 75
214 244 67
74 177 22
115 249 35
211 216 32
133 29 68
176 98 46
249 55 23
95 234 58
192 0 59
152 138 99
5 37 52
82 55 98
47 80 81
127 149 38
247 158 42
157 128 63
65 26 74
240 245 7
167 62 88
46 89 32
180 190 71
86 26 94
101 64 92
10 186 97
38 129 30
101 182 6
131 81 31
78 92 70
66 173 19
203 137 99
86 61 26
221 145 15
173 26 25
246 18 28
9 227 91
46 135 74
91 11 67
164 170 29
86 35 71
169 78 43
167 85 57
206 101 27
190 31 92
75 87 17
160 27 59
5 79 54
218 170 2
131 31 25
66 145 53
17 214 92
189 197 83
134 61 99
79 100 78
8 43 86
185 165 36
21 107 36
195 189 20
27 227 94
180 16 31
158 232 74
248 132 50
190 114 44
28 56 10
159 83 63
22 96 6
248 6 60
160 76 84
216 41 68
145 205 74
68 27 97
33 10 37
23 78 46
91 40 24
113 90 7
153 171 40
245 75 40
14 154 44
197 158 54
247 172 63
1 166 99
203 125 61
37 174 96
180 213 64
23 238 57
66 86 48
159 233 60
229 203 12
33 220 22
241 2 29
207 137 63
122 133 54
12 220 61
244 94 87
214 232 42
112 73 26
168 243 98
68 216 35
147 5 7
71 2 34
29 39 44
203 85 31
247 61 45
201 184 47
92 145 51
125 58 26
148 4 96
101 227 86
116 222 3
224 94 54
67 39 23
223 186 33
45 246 82
47 14 45
70 217 11
102 7 31
120 11 30
102 140 4
153 180 22
155 67 89
116 44 95
154 217 59
42 234 15
232 129 55
173 205 96
69 39 28
79 83 3
243 220 58
127 141 23
85 44 62
36 15 82
37 163 90
53 42 35
220 207 60
155 167 38
137 224 43
89 207 51
20 97 75
222 223 50
167 139 35
26 200 84
117 29 62
39 152 28
48 228 56
116 246 46
101 245 72
17 92 74
51 135 16
32 83 97
195 145 58
80 204 27
40 51 62
37 208 43
86 91 32
128 148 31
86 19 39
65 199 63
120 115 42
178 220 56
83 75 20
53 55 88
76 126 27
172 44 24
157 23 57
194 21 70
191 39 82
18 162 70
95 132 13
1 30 30
227 84 88
42 69 97
103 121 89
155 24 16
153 177 49
178 114 73
105 196 14
36 98 16
121 61 14
238 218 42
6 89 13
152 218 64
196 175 39
215 204 25
17 5 10
39 202 98
20 96 57
83 160 84
113 195 43
222 196 30
96 79 26
136 126 93
45 145 68
90 162 45
52 187 78
161 36 43
46 205 93
153 30 63
64 72 12
217 117 98
47 202 29
84 152 31
94 74 6
120 99 14
196 24 35
205 85 44
20 208 62
61 56 55
26 144 13
177 102 16
44 150 26
183 108 79
193 219 69
11 178 69
191 35 74
54 136 65
78 101 84
67 121 81
177 221 37
90 207 45
35 7 4
28 212 65
8 120 49
71 41 70
159 0 95
93 138 41
179 44 55
111 150 13
129 65 60
237 82 44
63 87 84
216 55 59
223 102 4
50 221 68
57 77 45
6 38 61
179 146 65
217 146 77
100 177 45
147 73 70
39 193 45
62 46 33
210 105 20
116 28 32
228 187 7
217 89 91
27 146 80
55 137 7
116 124 75
61 128 74
135 22 54
52 25 25
100 106 73
151 12 41
24 155 28
167 14 15
116 75 4
93 70 3
79 204 99
177 205 6
244 147 34
22 24 86
209 82 98
23 154 73
138 141 42
179 243 12
13 210 77
234 197 10
187 43 64
46 117 69
219 119 49
239 21 77
6 163 58
22 141 37
230 24 94
64 39 56
196 4 37
110 206 48
61 241 48
244 221 39
18 73 80
125 233 32
21 34 72
73 134 71
70 86 2
52 79 68
18 19 7
181 42 49
201 163 82
187 203 22
11 12 6
164 239 49
234 39 57
239 174 82
172 245 56
133 198 70
84 175 8
11 142 68
227 217 51
211 175 7
89 105 33
243 105 91
87 45 49
109 116 96
127 231 21
207 209 24
197 69 36
108 130 88
178 64 37
144 47 56
92 17 52
83 37 86
229 227 78
228 201 99
107 47 80
197 196 83
105 65 64
219 48 8
210 137 46
180 233 24
43 102 82
211 159 85
64 23 69
79 93 30
233 137 11
42 104 21
182 58 73
232 151 32
103 191 29
30 42 74
228 8 78
229 55 47
230 173 21
86 60 14
61 106 63
176 169 2
123 69 40
240 225 92
77 43 96
171 10 37
234 100 10
170 133 91
200 66 87
231 228 87
42 210 47
136 179 48
145 120 83
83 203 7
9 53 80
15 196 97
11 215 82
22 79 66
107 230 56
177 16 88
126 0 26
0 54 7
61 43 88
206 177 82
6 193 16
161 200 69
202 62 36
127 38 95
187 39 20
144 101 83
22 119 74
231 94 67
27 95 48
64 122 53
219 121 37
187 70 12
91 118 43
24 29 42
98 143 6
167 158 3
6 104 44
115 107 36
63 57 75
113 52 3
42 120 61
36 189 75
152 191 41
67 242 50
236 126 69
228 1 60
145 247 84
176 204 82
101 46 44
106 79 91
237 105 15
115 48 39
6 36 75
238 116 89
188 42 56
79 125 99
165 5 77
127 65 21
36 199 11
35 26 80
169 200 53
141 222 65
135 24 51
140 14 34
74 110 69
111 123 5
144 128 48
58 245 24
199 85 10
168 130 7
95 160 85
79 206 79
109 98 55
214 70 51
44 103 86
178 211 28
220 184 62
78 72 30
201 59 47
187 69 15
30 55 22
77 246 41
142 222 87
218 224 76
118 126 66
76 225 9
142 186 17
156 158 43
126 210 6
56 177 8
211 113 29
249 29 33
139 114 87
113 81 49
235 244 88
139 138 15
191 16 81
163 88 24
170 74 71
207 233 82
54 41 55
12 3 67
234 126 71
115 9 45
124 233 96
238 71 24
182 142 16
187 148 96
193 5 65
205 146 79
33 145 64
206 42 74
9 31 87
131 18 81
175 89 86
54 99 2
236 203 11
75 9 95
242 94 63
203 144 15
177 139 89
104 61 68
24 162 44
106 244 32
122 164 22
202 209 64
128 187 97
150 203 55
185 130 44
53 114 12
162 69 77
112 28 56
98 16 49
138 169 16
182 61 38
35 171 51
217 24 76
68 44 17
84 85 59
164 150 64
244 222 62
33 25 28
69 12 18
3 93 14
238 169 31
91 16 70
103 83 1
54 220 16
151 231 19
71 59 37
82 50 42
36 93 49
66 163 68
59 103 25
68 190 27
24 40 1
167 163 50
249 49 74
34 232 27
128 222 18
140 181 41
72 169 55
177 95 63
104 12 58
202 222 42
66 197 71
143 10 3
3 72 7
31 223 36
25 74 7
89 11 42
27 182 10
144 220 24
85 55 58
39 63 87
170 235 26
6 184 68
35 195 37
61 119 68
49 223 64
158 89 60
33 68 83
169 149 4
60 235 77
86 73 99
167 211 10
180 128 26
236 102 25
63 85 5
85 48 52
158 130 80
191 179 4
6 154 95
206 214 51
105 214 83
48 229 27
154 70 52
148 82 52
176 227 65
87 217 58
247 119 80
128 169 77
33 125 70
120 61 17
83 157 21
186 93 25
115 118 72
0 160 21
164 20 67
217 101 78
242 121 36
58 167 14
140 69 93
204 125 42
85 114 80
30 111 87
125 138 6
42 162 99
89 51 85
235 18 80
34 40 42
5 77 95
177 126 87
52 169 44
148 212 33
141 67 68
143 199 22
69 249 35
231 174 19
64 145 76
167 20 78
104 39 17
120 207 31
208 62 76
60 188 17
81 9 2
141 41 25
71 105 42
61 219 60
71 189 35
53 130 2
160 85 46
117 139 25
226 132 80
227 216 47
178 100 38
84 193 55
112 203 56
154 159 22
223 66 89
42 175 50
19 205 48
5 187 91
51 19 2
124 110 16
161 117 25
106 177 24
94 0 3
92 189 21
3 184 99
117 226 40
76 242 29
131 224 2
110 233 92
13 218 77
143 241 34
166 143 73
43 80 14
82 152 59
91 192 1
217 183 43
38 239 98
126 163 87
1 31 48
246 222 28
221 172 68
134 205 80
110 15 34
228 211 45
61 40 37
194 42 73
224 115 36
179 39 46
34 96 33
15 241 41
219 62 64
116 181 84
149 241 82
239 146 92
186 52 18
219 53 57
248 58 6
129 233 67
197 148 64
3 2 52
99 76 14
71 210 3
201 130 68
249 81 77
100 104 60
60 103 26
242 30 5
241 209 94
240 196 40
182 47 81
70 169 50
79 3 16
169 201 47
141 65 56
239 160 82
181 223 57
70 210 30
121 181 80
179 116 96
156 62 87
6 108 23
167 112 42
0 132 1
55 166 88
164 53 8
156 195 72
144 0 86
141 238 27
83 191 72
6 7 17
127 137 21
33 34 16
85 193 30
150 59 23
188 18 4
32 198 62
198 165 7
37 153 4
212 43 2
168 154 53
110 205 96
69 230 81
101 10 46
56 78 28
63 75 96
249 213 82
147 45 18
113 73 11
24 86 76
41 190 16
120 202 65
18 200 43
164 151 77
210 242 61
84 213 26
225 111 34
30 230 33
187 56 89
214 23 49
55 143 98
225 138 22
6 238 7
241 171 74
49 161 30
153 25 23
238 160 61
233 145 66
0 209 91
57 86 80
170 194 97
182 27 44
196 36 90
158 230 58
57 11 83
166 216 74
28 200 79
20 113 84
223 17 5
179 114 26
13 66 55
46 215 86
36 163 12
156 123 17
76 248 50
93 9 47
95 233 33
26 205 18
114 89 3
14 51 59
112 122 73
50 198 87
34 11 37
158 173 51
172 175 76
98 46 95
200 219 41
1 106 22
96 195 91
75 73 54
25 87 37
186 56 55
58 60 4
143 204 30
230 182 48
232 234 11
124 92 53
159 38 98
27 54 43
0 196 30
248 141 81
37 213 58
13 56 50
190 141 34
16 134 8
125 200 92
89 156 10
127 119 30
142 17 86
87 228 9
96 112 20
229 235 67
3 0 83
210 62 87
14 209 28
94 112 51
187 135 85
131 22 15
220 136 46
226 117 45
92 180 58
146 247 3
144 59 39
153 149 71
245 121 41
154 115 31
2 150 12
49 184 52
158 231 70
152 172 54
9 39 30
244 195 46
104 6 39
128 80 9
137 7 51
108 57 14
245 66 23
232 144 10
70 57 14
176 249 90
26 86 6
171 149 5
216 175 24
109 20 53
33 222 28
154 210 33
0 175 70
230 34 40
56 206 10
189 170 69
191 248 18
209 35 59
7 225 63
239 19 34
24 136 10
61 133 26
109 45 42
10 24 72
112 40 46
158 192 26
92 89 91
173 123 45
11 24 43
194 242 42
174 227 16
30 199 10
105 109 88
222 140 37
49 211 15
174 71 76
141 245 37
60 12 50
223 197 50
151 202 49
183 118 14
142 14 15
162 134 73
248 148 95
35 32 94
75 1 36
232 170 74
244 70 50
8 190 15
221 36 81
91 47 22
228 44 99
68 226 9
156 131 95
22 70 71
151 129 18
62 157 77
112 140 18
180 202 44
230 113 36
146 236 75
66 199 71
65 163 59
126 119 89
218 145 34
218 3 12
117 128 60
214 169 25
130 233 63
169 185 16
118 216 13
202 127 71
77 16 17
132 113 50
19 230 55
4 241 72
12 173 27
150 112 96
218 200 1
152 77 48
178 146 51
100 132 79
231 58 7
58 75 74
236 159 48
122 144 92
42 138 98
87 96 38
45 41 24
178 23 94
96 4 35
224 77 11
70 194 27
143 174 96
19 209 79
146 115 40
209 9 17
209 123 43
245 139 78
66 10 42
50 247 74
41 151 88
38 199 3
151 101 85
192 135 87
102 38 17
196 84 41
62 60 26
104 249 56
63 124 84
223 89 41
35 162 10
111 238 99
43 221 52
211 19 22
200 213 69
66 24 8
25 88 52
214 177 60
129 46 92
230 127 20
208 218 1
82 102 25
214 231 44
8 98 41
219 14 93
138 175 98
238 173 34
127 237 47
123 185 55
228 234 11
244 62 43
1 155 10
72 7 85
22 240 40
48 76 81
29 172 11
148 65 69
213 36 54
82 161 24
93 96 63
32 196 88
113 2 50
78 228 3
199 218 13
227 40 99
248 200 65
195 158 37
89 120 85
111 146 15
58 149 40
169 111 94
45 171 68
44 46 39
158 113 40
59 236 40
156 128 72
218 15 3
140 114 2
151 173 38
149 105 42
226 16 49
9 63 73
111 131 20
17 218 92
61 76 40
112 241 92
224 108 54
3 181 13
113 119 23
113 60 71
68 3 6
247 176 96
229 123 84
232 183 4
18 168 66
170 53 13
228 106 83
222 199 60
149 125 78
111 169 68
245 108 60
126 211 73
82 26 44
123 189 71
42 153 76
193 221 13
147 225 68
239 108 65
29 197 86
81 12 56
80 138 20
106 119 48
232 90 8
211 67 12
99 21 46
103 172 18
40 220 26
208 65 42
164 136 65
214 212 75
52 166 63
105 129 53
155 25 88
204 105 27
223 99 80
244 165 46
87 189 56
164 98 87
182 190 71
209 20 37
64 126 65
50 89 57
117 191 6
220 158 38
60 62 3
246 121 7
59 243 63
131 246 72
223 72 95
221 184 37
83 174 76
200 41 78
38 46 1
182 56 80
249 207 33
113 143 14
245 183 84
112 113 76
110 164 39
103 144 63
228 73 77
22 170 31
86 34 5
67 81 37
97 202 84
48 200 29
92 210 29
185 24 36
61 200 78
212 55 99
80 116 12
192 2 70
204 243 27
183 74 38
119 171 9
43 48 87
32 247 57
160 176 13
31 95 83
13 137 10
192 43 62
178 135 72
13 162 21
187 195 9
94 3 52
97 54 42
149 22 76
150 122 80
34 228 80
104 42 60
70 84 33
224 204 70
245 117 6
235 141 21
71 168 87
121 125 25
235 86 86
45 241 41
184 100 2
222 41 60
197 109 42
66 124 2
120 213 42
152 101 10
182 222 80
246 239 32
228 22 96
93 57 38
99 85 5
145 75 3
235 180 26
45 211 55
166 99 4
124 38 34
72 57 88
222 182 39
54 59 52
57 245 72
172 25 97
214 119 87
35 24 18
225 130 84
24 4 46
206 8 45
180 103 52
227 8 76
196 240 23
60 127 22
141 140 79
59 171 92
56 71 81
194 12 40
232 201 41
192 11 87
157 74 11
92 12 55
135 112 61
228 107 69
139 134 8
122 248 13
184 105 73
204 224 76
89 73 68
199 14 49
161 243 45
137 35 13
67 131 30
31 114 83
109 142 82
168 164 41
59 29 4
206 249 43
177 39 20
6 183 88
56 196 16
200 136 97
13 242 62
217 247 28
89 64 71
91 70 35
175 147 26
227 196 3
125 84 14
118 232 57
244 17 23
217 153 13
166 217 3
83 133 5
200 127 62
235 239 86
241 131 93
116 81 67
83 126 32
156 6 14
140 152 28
226 72 47
194 83 16
110 113 90
121 58 70
133 213 77
64 71 40
183 59 34
228 79 67
127 107 63
32 169 38
232 211 73
186 217 42
81 190 23
27 122 27
224 154 97
55 142 16
52 168 57
135 38 99
179 187 34
148 53 86
82 210 76
149 113 94
152 74 63
24 63 69
26 154 69
235 238 88
56 128 62
177 200 97
59 90 55
244 125 75
176 135 20
242 11 67
126 68 8
143 160 51
185 23 75
222 66 6
7 162 92
219 89 74
224 157 71
184 63 80
79 108 52
97 22 6
109 127 98
113 141 71
171 195 95
164 68 6
171 249 33
22 142 49
54 229 9
168 133 6
131 110 19
64 201 36
104 235 56
205 200 44
9 149 71
235 48 68
179 123 13
3 182 62
226 233 12
62 19 83
156 173 16
126 196 27
113 129 61
239 53 98
61 15 43
36 57 13
37 220 8
138 227 37
241 141 29
89 117 28
45 176 84
52 76 5
189 188 95
75 40 43
74 175 74
175 139 60
134 98 33
44 118 54
156 36 19
61 91 99
111 98 31
66 156 96
23 178 26
93 58 43
175 0 46
105 93 92
172 222 64
239 107 18
204 240 13
92 115 85
98 44 35
212 66 1
118 183 34
93 10 46
183 190 4
225 177 64
212 54 47
118 80 93
13 2 85
24 134 64
223 70 78
198 36 33
135 25 91
95 60 9
157 154 95
221 73 45
72 99 14
18 143 22
72 43 75
195 93 89
93 117 42
0 176 99
84 126 69
7 187 65
4 95 66
145 93 76
87 156 11
83 105 73
36 137 95
94 99 92
211 88 79
233 166 55
47 200 38
26 168 72
18 40 7
137 82 52
221 209 69
39 86 92
65 100 81
245 144 43
244 211 14
175 248 38
84 196 94
243 44 32
28 185 77
239 179 27
93 177 42
14 45 29
82 232 87
228 69 85
198 194 77
159 158 15
179 5 35
108 96 49
46 137 76
188 206 72
149 116 30
74 219 53
99 137 81
219 29 34
206 116 70
59 202 72
21 99 5
242 245 61
193 55 43
96 15 30
205 233 65
148 206 36
171 0 76
103 22 25
86 107 50
72 223 8
58 63 92
122 172 77
56 137 96
22 226 93
78 226 65
168 128 27
216 103 13
77 64 21
54 89 33
73 186 6
131 16 71
198 80 64
245 201 54
180 25 60
234 70 28
208 236 34
230 131 77
32 76 51
46 33 21
219 193 55
80 136 68
156 206 45
102 223 73
37 68 33
1 13 47
44 172 21
76 231 82
188 128 28
40 196 30
4 130 80
71 206 11
92 213 37
112 163 99
198 145 99
88 49 56
243 135 34
43 173 2
4 85 53
115 66 34
87 99 29
75 171 88
11 149 35
67 146 40
73 10 15
229 30 6
93 200 24
120 203 65
110 139 99
77 33 44
116 144 98
47 105 68
4 237 39
143 118 44
247 224 88
232 115 34
5 141 71
3 63 57
189 80 51
10 200 21
186 45 67
109 199 28
145 217 43
73 147 96
208 209 36
199 69 19
39 1 90
141 208 73
81 243 99
240 145 61
104 122 29
169 9 97
94 190 85
122 213 8
69 235 57
66 42 28
132 147 93
103 139 18
207 21 13
102 5 96
35 9 83
172 109 32
224 167 62
23 53 52
208 164 45
166 180 45
247 136 67
239 136 49
195 78 45
3 160 49
200 63 9
249 159 83
150 170 54
236 206 22
127 222 85
177 132 98
231 124 46
29 203 11
248 162 56
157 171 23
78 24 9
159 1 30
141 58 11
104 73 7
204 200 10
152 1 94
91 50 55
174 205 65
182 13 63
128 176 15
209 114 91
67 106 7
206 198 11
247 141 77
27 176 54
199 64 60
160 196 3
17 137 72
240 63 7
196 58 6
177 36 53
245 26 55
71 27 15
240 130 28
223 204 49
249 215 45
213 34 12
222 216 16
1 138 30
224 61 74
105 97 75
10 85 67
89 220 31
81 155 57
60 111 86
139 77 66
204 101 22
151 140 71
215 6 95
206 145 81
65 149 27
190 73 6
81 161 88
193 218 48
13 228 31
136 233 77
131 177 85
190 154 25
142 69 32
191 105 59
214 0 87
190 110 75
0 165 31
247 56 38
85 188 28
228 157 4
9 23 96
246 102 37
73 179 2
240 111 90
78 159 38
125 179 39
181 46 87
4 198 4
86 139 3
110 175 74
248 242 40
155 190 56
80 152 67
170 6 28
44 83 31
123 241 16
206 218 71
120 19 6
68 51 56
245 22 55
85 230 52
154 116 20
110 61 77
212 128 29
84 159 87
215 189 94
97 159 88
35 98 79
81 114 83
199 19 66
96 144 19
32 233 54
213 186 49
132 157 47
240 77 86
12 59 73
211 33 24
239 36 55
48 188 59
177 100 29
229 107 40
158 159 60
162 219 24
201 135 64
24 240 48
109 58 15
205 81 31
24 158 4
16 28 95
166 25 14
133 153 18
205 242 76
194 68 69
240 223 11
123 104 42
230 155 98
154 39 22
55 70 75
227 140 57
11 8 69
72 29 24
121 43 2
197 171 7
73 140 47
121 247 61
204 9 36
77 34 37
210 98 43
37 103 51
35 157 21
194 139 2
4 48 35
133 31 46
88 183 14
95 148 10
204 83 58
185 154 93
194 129 69
39 42 40
107 75 39
0 117 84
82 183 46
21 70 42
53 186 67
81 62 24
142 63 84
46 220 13
228 51 39
218 138 28
179 94 86
2 212 59
141 199 69
128 95 32
218 147 48
53 245 82
151 144 24
113 102 8
244 167 43
246 0 18
21 85 12
71 140 34
153 45 28
238 214 31
230 126 3
165 97 47
191 104 76
111 20 65
212 238 55
235 123 51
119 154 72
232 13 91
234 128 2
60 177 36
13 146 3
0 76 26
20 217 84
210 152 23
162 78 39
36 107 29
27 28 46
68 162 86
51 39 81
50 155 52
137 114 8
90 243 73
42 165 41
91 147 5
194 221 12
220 8 32
234 125 11
211 189 13
217 33 90
146 8 61
20 239 59
174 55 31
22 90 57
115 147 90
179 140 78
207 25 20
224 223 99
36 139 71
236 208 95
151 146 20
88 58 85
248 83 70
16 13 72
38 215 81
162 212 78
90 149 78
36 89 14
87 3 96
4 145 71
95 11 65
11 173 6
124 177 41
230 224 99
134 204 36
88 161 26
158 151 25
159 215 92
96 158 8
110 14 18
241 47 70
58 51 65
83 123 37
23 182 77
235 232 73
177 160 21
151 98 95
142 27 60
214 158 11
127 34 86
23 125 8
131 188 22
129 22 65
124 49 81
194 125 76
100 204 80
43 230 91
216 22 59
199 186 52
200 19 2
178 239 52
237 194 64
238 28 38
14 229 27
107 104 88
116 233 72
23 74 33
87 40 12
168 121 49
76 19 43
202 241 55
110 213 56
28 75 7
160 3 59
135 3 82
160 188 96
206 94 1
194 169 3
181 2 94
59 60 85
202 121 81
217 187 86
82 167 87
246 59 88
145 246 47
10 64 87
172 191 38
165 102 87
173 236 46
78 155 52
22 48 10
34 27 74
46 170 26
131 120 31
204 238 46
230 192 73
102 52 26
25 141 43
97 138 88
192 133 48
149 37 15
106 188 82
93 122 83
236 212 28
230 86 14
26 65 78
147 140 76
94 245 30
168 110 65
8 115 30
80 63 33
5 227 9
188 51 79
31 235 63
159 187 65
115 74 40
188 148 97
193 237 52
77 15 11
74 26 44
208 76 35
43 187 95
164 210 59
87 145 90
211 140 74
84 110 4
10 27 19
154 194 25
194 189 1
89 104 60
24 88 22
172 13 81
124 239 1
209 45 37
157 18 76
144 78 72
242 125 68
120 218 18
35 82 71
107 166 47
68 155 29
209 144 16
171 12 29
70 0 86
53 50 53
114 33 98
167 137 13
148 194 70
114 77 4
175 119 29
15 98 81
156 75 80
103 216 58
39 148 9
102 25 2
245 45 49
87 193 49
23 170 39
124 1 3
168 122 15
38 175 1
124 31 42
100 125 22
180 112 84
75 190 53
248 153 26
90 125 38
61 122 97
190 12 88
243 230 17
206 219 71
217 179 47
58 165 88
24 216 56
218 85 55
146 234 71
147 41 52
0 66 23
128 237 34
48 86 8
117 50 70
93 11 42
240 83 2
113 178 37
31 109 78
244 97 32
204 194 60
221 243 47
234 13 50
32 213 31
109 90 92
117 220 17
76 221 13
138 119 70
197 203 21
71 96 30
164 12 77
142 56 97
126 79 49
70 80 37
58 102 50
79 215 82
210 25 92
134 72 7
173 73 44
247 178 41
5 130 98
167 212 39
249 243 41
113 91 50
5 38 98
42 193 49
239 247 39
158 153 77
181 236 14
195 33 50
133 80 54
21 41 24
205 60 67
52 226 27
43 227 61
25 243 7
46 196 47
84 133 20
39 17 47
147 223 36
34 234 93
48 68 62
248 123 21
187 59 8
217 69 52
94 147 93
7 126 25
116 236 70
118 34 42
232 63 85
165 210 16
244 78 43
112 158 48
173 247 18
230 243 72
172 100 50
219 165 56
64 172 78
180 73 99
74 152 12
137 36 43
213 87 9
147 18 90
101 199 31
209 184 59
80 77 8
164 166 56
8 30 12
166 97 95
214 181 37
65 111 87
51 240 80
69 48 35
126 2 5
123 148 97
37 20 83
35 48 15
15 17 92
57 214 90
2 55 38
18 1 40
226 216 72
91 151 55
182 45 84
233 34 32
13 86 25
107 66 91
189 101 90
215 165 2
33 3 90
9 117 55
29 87 77
197 32 52
222 235 8
41 157 52
138 209 20
34 147 63
191 123 38
89 163 19
112 31 76
218 172 70
241 51 92
211 160 91
67 233 69
133 181 16
22 134 62
92 19 14
216 18 43
138 132 5
24 236 93
218 131 69
154 142 41
34 84 98
193 22 30
244 111 55
234 208 65
108 248 66
60 203 1
58 110 52
246 144 91
153 205 98
218 8 1
175 80 43
29 160 11
95 197 90
131 225 80
237 228 37
225 15 13
44 152 52
217 170 31
133 123 33
240 244 76
128 53 57
4 49 73
28 232 51
44 106 69
95 9 19
10 0 20
40 247 2
130 121 53
148 123 82
122 200 81
217 174 91
94 41 27
25 198 96
196 82 84
182 245 80
159 125 87
61 85 72
214 93 62
109 131 52
161 229 91
112 75 60
198 124 21
153 81 8
117 188 93
165 74 10
5 138 2
235 53 16
15 51 60
228 182 27
58 183 32
223 149 37
39 195 48
235 7 93
77 109 60
29 72 9
220 151 98
130 32 27
149 117 82
137 55 38
44 246 70
205 227 68
171 150 61
211 50 84
107 17 34
239 115 74
96 197 16
36 186 47
230 44 75
226 150 81
78 168 40
103 130 62
201 151 67
69 54 91
167 101 20
190 148 29
129 143 68
138 197 66
201 146 7
140 77 94
200 107 80
215 192 66
8 224 70
203 136 35
166 19 81
152 234 10
224 63 56
19 15 90
200 33 19
89 161 46
182 194 93
79 230 86
1 112 94
175 131 45
41 90 26
138 54 89
57 235 84
141 78 3
228 62 99
157 220 40
39 58 60
53 91 22
89 9 24
95 48 83
53 185 98
179 111 71
39 130 97
248 89 45
124 77 81
59 6 2
9 212 12
112 3 55
38 67 68
64 77 49
20 13 44
93 107 10
142 132 68
46 245 36
170 168 19
158 177 30
32 132 85
95 29 2
230 218 35
52 210 38
16 94 99
106 99 61
230 112 40
62 64 82
201 81 38
162 91 89
226 4 39
43 58 55
162 4 65
65 156 68
224 71 72
86 7 87
32 191 35
171 63 28
78 156 18
106 39 21
206 113 8
130 133 72
180 107 45
80 128 33
123 182 95
36 55 31
178 29 31
204 132 95
106 214 52
128 198 69
234 249 33
227 27 13
65 36 94
144 135 38
33 160 80
170 233 46
183 218 4
138 226 7
87 150 25
131 63 36
115 187 71
193 248 47
158 83 65
168 226 10
205 69 61
14 131 4
122 54 56
126 216 88
127 86 82
184 106 35
204 199 89
215 225 37
94 136 70
152 92 48
10 22 95
48 0 62
91 60 91
223 117 40
1 24 33
217 57 23
139 165 6
200 176 80
46 55 71
58 154 28
80 47 14
74 83 62
216 138 30
13 127 31
47 135 35
156 115 97
79 143 36
205 90 25
100 5 25
6 1 21
160 101 35
84 211 53
62 153 92
222 141 19
4 21 15
76 185 27
200 206 78
213 173 56
189 59 94
13 43 2
156 129 28
41 118 24
142 115 66
244 95 11
183 154 54
200 223 94
81 54 55
226 189 96
22 139 64
119 173 28
225 98 29
178 214 26
134 6 35
23 103 90
31 73 10
16 120 2
117 198 25
84 223 62
150 145 57
143 139 73
133 67 67
164 101 22
25 143 92
51 63 22
104 120 22
159 126 59
102 117 88
115 21 68
165 72 11
162 83 1
141 233 85
134 111 14
102 0 86
117 41 9
30 131 57
169 43 15
41 204 40
94 105 20
23 45 57
77 140 28
32 46 10
92 16 28
181 79 82
96 76 60
102 86 27
200 52 1
